ID	x	y	Tribe	VID	Village	User_ID	Player	AID	Alliance	Pop
41804	-101	96	1	18974	D01	1981	Devilsrage	92	ZEN-RIF	101
43603	94	92	1	18728	B002	144	Centaur	16	OLYMPIA	313
43958	48	91	1	18554	Giran	1400	Nika	16	OLYMPIA	228
44006	96	91	1	19061	A001	144	Centaur	16	OLYMPIA	170
44009	99	91	1	18143	B001	144	Centaur	16	OLYMPIA	425
44656	-56	89	3	18718	.butchery	842	butcher	17	ZEN	147
45523	9	87	1	18482	New village	3247	MadMagna	89	Hmm	280
46484	168	85	3	18715	Osgiliath	3431	Gothmog	21	TDS	53
46891	174	84	3	18472	02: Raven	345	Cormorant	21	TDS	302
47274	156	83	1	18931	Jack Herer	297	Rawrage	21	TDS	96
47449	-70	82	1	18333	J2	795	Johnno	0		17
47903	-17	81	3	18749	Дер3	162	Titan	16	OLYMPIA	200
47904	-16	81	3	18315	Дер2	162	Titan	16	OLYMPIA	436
48061	141	81	1	18623	Banana	763	Dumpy	0		157
48348	27	80	1	18389	Stol	420	Selena	16	OLYMPIA	242
48637	-85	79	3	18518	2. Fluffy cat	733	gretitikee	17	ZEN	241
48695	-27	79	1	19050	1Управление	192	atlas	16	OLYMPIA	183
48750	28	79	1	19208	Vill_2	420	Selena	16	OLYMPIA	187
49054	-69	78	2	18394	2.0 Orval	614	peaky blinder	92	ZEN-RIF	267
49055	-68	78	2	19155	2.1 Westmalle	614	peaky blinder	92	ZEN-RIF	50
49095	-28	78	1	18350	ГРУ	192	atlas	16	OLYMPIA	395
49599	75	77	3	18755	03	56	Heracles	16	OLYMPIA	292
49929	4	76	1	18321	1	195	Tartar	16	OLYMPIA	152
49999	74	76	3	18269	02	56	Heracles	16	OLYMPIA	184
50000	75	76	2	18329	New village	55	Raki el torro	21	TDS	471
50330	4	75	1	19156	3	195	Tartar	16	OLYMPIA	81
50668	-59	74	3	19214	Bevelle	4464	Jeffah	92	ZEN-RIF	108
50712	-15	74	1	18181	Nebuchadnezzar	205	Morpheus	16	OLYMPIA	463
50713	-14	74	1	18767	Matrix	205	Morpheus	16	OLYMPIA	247
51233	105	73	3	18670	001 Beta	4367	The Grey	21	TDS	209
51566	37	72	3	19008	3	97	Apollo	16	OLYMPIA	123
51836	-94	71	2	19040	Rivendell	691	3ragon	17	ZEN	140
51966	36	71	3	18244	2	97	Apollo	16	OLYMPIA	437
52302	-29	70	3	19188	Wayner s house	45	Wayner	17	ZEN	125
52729	-3	69	2	19409	деревня 3	107	Aeneas	16	OLYMPIA	16
53118	-15	68	3	18093	[00]	120	Mars	16	OLYMPIA	674
53119	-14	68	3	18836	[02]	120	Mars	16	OLYMPIA	333
53131	-2	68	2	18138	деревня 1	107	Aeneas	16	OLYMPIA	298
53154	21	68	2	18111	#0 Jayson Tatum	89	Achilles	16	OLYMPIA	310
53155	22	68	2	18817	#2 Kawhi Leonard	89	Achilles	16	OLYMPIA	192
53441	-93	67	2	18450	Mordor	691	3ragon	17	ZEN	267
53532	-2	67	2	18772	деревня 2	107	Aeneas	16	OLYMPIA	260
53535	1	67	3	18821	03	70	Aphrodite	16	OLYMPIA	207
53536	2	67	3	19419	04	70	Aphrodite	16	OLYMPIA	21
53578	44	67	1	18948	Typhus A	215	Sir HC	21	TDS	229
53617	83	67	1	18225	2 офка	207	Diana	16	OLYMPIA	332
53638	104	67	3	18485	Bob	98	Eviltoad	21	TDS	284
53912	-23	66	3	18443	Wayner s place	45	Wayner	17	ZEN	304
53928	-7	66	2	19383	Alpaca	9118	Savage Teuton	131	BYB	56
53957	22	66	2	18546	Keys of heavan	819	The Pope	0		157
53966	31	66	1	18185	New village	369	Thanatos	16	OLYMPIA	183
53971	36	66	1	18202	Typhoon	215	Sir HC	21	TDS	450
54300	-36	65	2	19304	Oakvale	2370	TEZ	17	ZEN	53
54322	-14	65	3	19424	dayladashamu`s village	9586	dayladashamu	0		8
54327	-9	65	3	19406	Foghorn Leghorn	9426	mav-x	131	BYB	41
54330	-6	65	3	19338	BS198911`s village	7184	BS198911	0		10
54343	7	65	3	19356	Vytenis	8934	Vytenis	0		46
54361	25	65	1	18416	Classic	2205	Mozart	18	999	354
54363	27	65	1	19165	Passage	2205	Mozart	18	999	92
54449	113	65	2	18474	Tickle Me Elmo	1928	Wondermom	21	TDS	298
54450	114	65	2	19033	Cabbage Patch Kids	1928	Wondermom	21	TDS	120
54722	-15	64	1	18584	New village	190	11 minutes	18	999	315
54724	-13	64	3	19343	PayneEmmie`s village	8445	PayneEmmie	0		11
54726	-11	64	3	19341	Jack`s village	7363	Jack	0		10
54734	-3	64	3	19274	Ayresland	8082	Ayres	0		11
54820	83	64	1	18816	3 стол	207	Diana	16	OLYMPIA	24
55020	-118	63	1	18634	Kuga	3390	Mata420	76	NR	254
55061	-77	63	1	18487	01. WL	588	WarLock	17	ZEN	488
55062	-76	63	1	19109	02. WL	588	WarLock	17	ZEN	154
55129	-9	63	3	19267	jen876`s village	8035	jen876	0		12
55131	-7	63	3	19138	colin`s village	6342	colin	0		8
55133	-5	63	3	19137	Keshmaya`s village	6341	Keshmaya	0		13
55138	0	63	3	19184	Evomodz`s village	6939	Evomodz	0		11
55148	10	63	1	19259	3	326	Trololo	18	999	42
55151	13	63	3	19289	OjedaDouglas	7710	OjedaSwis	0		18
55221	83	63	2	18575	001	1216	Relic	21	TDS	334
55240	102	63	3	19261	Molly	98	Eviltoad	21	TDS	58
55518	-21	62	3	19337	AbnerJefferson`s village	7293	AbnerJefferson	0		10
55528	-11	62	3	19148	Heretic`s village	6790	Heretic	0		18
55531	-8	62	3	19144	marius88`s village	6641	marius88	0		18
55535	-4	62	3	18171	02	70	Aphrodite	16	OLYMPIA	578
55541	2	62	3	19052	Jamesville	5439	JimmyJ	0		47
55553	14	62	3	19284	DanielRiceIL	7729	sfop	0		16
55556	17	62	3	19265	Abliss	8023	Trew	127	TC	121
55560	21	62	3	19348	936M`s village	8887	936M	0		8
55564	25	62	1	18928	01. Широкий ключ	105	Zeus	16	OLYMPIA	156
55829	-111	61	3	19151	02 Elysian Fields	3051	Nyx	76	NR	82
55910	-30	61	3	18558	02	579	Gintama	17	ZEN	242
55915	-25	61	2	19412	01 Go West	9756	unkatuppbar	131	BYB	26
55920	-20	61	1	19275	Bair Village	8096	jackiebair	0		28
55928	-12	61	1	19022	New village	3247	MadMagna	89	Hmm	212
55934	-6	61	3	18935	Heidelberg	5043	corallini081	92	ZEN-RIF	164
55945	5	61	2	18968	THE village	5187	Kris1237	0		193
55947	7	61	3	18955	Ella`s village	5166	Ella	0		8
55955	15	61	3	19114	A	6207	Okinawa	0		116
56040	100	61	3	18685	owd git 2	4347	owd git	21	TDS	163
56125	185	61	3	19371	03. ŚŃ&ĆŻĘ	4383	HIPPO	21	TDS	72
56225	-116	60	3	18615	01 Tartarus	3051	Nyx	76	NR	263
56270	-71	60	2	18252	01. G	338	gielvandam	17	ZEN	420
56271	-70	60	2	18867	02. G	338	gielvandam	17	ZEN	266
56319	-22	60	3	18535	Trap2	3024	ali1	17	ZEN	311
56329	-12	60	3	18873	Cranny 1	4810	Crannied up	0		57
56333	-8	60	3	18865	Ezio24816`s village	4795	Ezio24816	0		10
56336	-5	60	3	18813	ACLOUDOFSMOKE`s village	4643	ACLOUDOFSMOKE	0		8
56354	13	60	1	18939	Ruthlless`s village	5056	Ruthlless	0		10
56357	16	60	3	19067	Mya`s village	5990	Mya	0		14
56367	26	60	1	18170	55 ПОГО	105	Zeus	16	OLYMPIA	396
56386	45	60	3	19064	13	175	Hephaestus	16	OLYMPIA	131
56665	-77	59	3	18398	01	363	HAW	17	ZEN	223
56713	-29	59	3	19405	01 Alligator	9425	LiLDV8	131	BYB	89
56715	-27	59	3	19335	swan	7452	swan	0		15
56717	-25	59	3	19273	MayhemHQ`s village	8069	MayhemHQ	0		8
56731	-11	59	3	18828	A1	4700	a11	0		170
56733	-9	59	3	18825	Perla	4688	AndresDlps	0		172
56740	-2	59	2	18640	CIllian`s village	4442	CIllian	0		11
56746	4	59	3	18787	Buzzy`s village	4487	Buzzy	0		10
56748	6	59	3	18746	Potap Unpopped	4472	Potap Unpopped	0		112
56757	15	59	1	18982	Annie Sprinkle	5205	Pipmister66	0		71
56763	21	59	1	19177	001	6924	Witcher	125	IV	97
56767	25	59	2	18123	.	61	Deymos	16	OLYMPIA	476
56777	35	59	3	18237	02	396	Solo	18	999	404
56808	66	59	3	19229	Gaulkeeper2	270	Gaulkeeper	21	TDS	96
56929	187	59	3	18686	02. ЩГ&ЛЖФ	4383	HIPPO	21	TDS	274
57111	-32	58	3	19407	*Sparkle*	9454	Sparklebutt	0		37
57113	-30	58	3	19340	babyntealeaf`s village	7378	babyntealeaf	0		10
57123	-20	58	1	18933	aarong13`s village	5025	aarong13	0		36
57130	-13	58	1	18653	rami	4452	rami	0		34
57144	1	58	5	18456	Natars 1|58	1	Natars	0		18
57152	9	58	1	18436	2	326	Trololo	18	999	280
57163	20	58	3	18985	Ryland`s village	5213	Ryland	0		12
57165	22	58	3	19051	Bladedbeast`s village	5438	Bladedbeast	0		12
57169	26	58	2	18858	02	61	Deymos	16	OLYMPIA	225
57185	42	58	3	18280	12	175	Hephaestus	16	OLYMPIA	411
57210	67	58	3	18324	Gaulkeeper	270	Gaulkeeper	21	TDS	272
57476	-68	57	2	18568	Aertembaga	571	gothic	17	ZEN	98
57511	-33	57	1	19399	Barnyard Brawl	9377	Old Macdonald	131	BYB	91
57517	-27	57	3	19140	Dragon Claw	6370	Galen Wolf	92	ZEN-RIF	119
57521	-23	57	1	18920	One	4992	Heks	0		151
57523	-21	57	3	18917	the derps village	4975	thebestpaper	0		14
57538	-6	57	2	18592	Bloods2	3022	The Blood	17	ZEN	189
57546	2	57	1	18177	wazzup	4366	wazzup	0		169
57547	3	57	1	18586	yyy	601	xxx	99	Not	25
57549	5	57	2	18124	AOE	4205	AOE	0		241
57555	11	57	3	18243	1.АллаН	4374	AID	18	999	347
57556	12	57	2	18892	003	130	Dionisus	16	OLYMPIA	178
57559	15	57	1	18675	dareh`s village	4449	dareh	0		14
57573	29	57	3	19292	Stewart	8047	Stewart	0		17
57576	32	57	2	19360	Athena	8958	kokorikos	0		46
57579	35	57	3	19126	03	396	Solo	18	999	137
57913	-32	56	3	19282	resarvaswesti`s village	7885	resarvaswesti	0		8
57915	-30	56	3	19281	2121la`s village	7738	2121la	0		10
57919	-26	56	2	19045	Elfula`s village	5424	Elfula	0		9
57923	-22	56	3	18832	#1	4690	zack	17	ZEN	229
57927	-18	56	3	18704	Kilika	4464	Jeffah	92	ZEN-RIF	300
57942	-3	56	3	18064	Michael	3625	icMichaelIL	0		24
57944	-1	56	3	18059	jjpgboss`s village	3789	jjpgboss	0		19
57952	7	56	3	18081	jastra`s village	3973	jastra	0		10
57973	28	56	1	19102	eL Jubizza`s	6112	eL Jubizza	0		31
57978	33	56	2	19361	Lviv	8972	shark_vno	0		51
58311	-35	55	3	19331	minsookkwak47`s village	7980	minsookkwak47	0		10
58319	-27	55	3	18919	Panda	4989	Panda	92	ZEN-RIF	177
58332	-14	55	2	18120	DarkImage`s village	4182	DarkImage	0		14
58338	-8	55	3	18868	New village	3373	KurnHurin	0		33
58341	-5	55	1	17976	Verada	3247	MadMagna	89	Hmm	555
58361	15	55	1	18204	TristanROYAL`s village	3580	TristanROYAL	0		13
58369	23	55	3	18851	PDC44`s village	4752	PDC44	0		12
58371	25	55	1	18849	Olliek4`s village	4741	Olliek4	0		10
58412	66	55	2	18630	Z	3493	Revelator	21	TDS	148
58716	-31	54	1	19041	FlexFtw	5402	FlexFtw	92	ZEN-RIF	123
58726	-21	54	5	18273	Natars -21|54	1	Natars	0		119
58731	-16	54	2	18065	Goldman1998S`s village	3714	Goldman1998S	0		17
58734	-13	54	3	18063	William1990Mo	3543	Moorepena	0		24
58738	-9	54	3	17995	CORE	3373	KurnHurin	0		304
58740	-7	54	2	17934	Bloods1	3022	The Blood	17	ZEN	384
58747	0	54	1	17957	Ozymandias`s village	3089	Ozymandias	0		11
58754	7	54	3	17974	Navneet`s village 1	3012	Navneet	0		206
58756	9	54	3	18026	Icypenguin109`s village	3573	Icypenguin109	0		12
58764	17	54	3	18201	CovenyJesse53`s village	4079	CovenyJesse53	0		13
58782	35	54	1	19262	Testing Hell	8007	Test1	0		32
59076	-72	53	2	18159	01 Mighty Fine Eats	550	SIM	17	ZEN	331
59077	-71	53	2	18689	02 Dont Tase Me Bro	550	SIM	17	ZEN	320
59108	-40	53	2	19398	Traylen is Cute :3	9361	imms	131	BYB	56
59111	-37	53	3	19334	t19822`s village	7465	t19822	0		10
59136	-12	53	3	17935	Trap1	3024	ali1	17	ZEN	538
59161	13	53	3	18034	01	1975	xerus	0		12
59166	18	53	2	18098	MegaEspurr22`s village	4050	MegaEspurr22	0		12
59174	26	53	3	18791	Just trying out	4502	4fun	116	Tag	203
59184	36	53	3	19285	Bannardiska22`s village	7768	Bannardiska22	0		10
59477	-72	52	2	19234	03 Cash me outside	550	SIM	17	ZEN	101
59510	-39	52	3	19333	JeffreyTiller`s village	7170	JeffreyTiller	0		10
59519	-30	52	2	18827	Winter Reign	4693	Grotmar	92	ZEN-RIF	186
59527	-22	52	1	18057	chwaa`s village	3767	chwaa	0		11
59556	7	52	3	17800	00 MangoMadness	2248	Snapple	17	ZEN	502
59557	8	52	2	18183	002	130	Dionisus	16	OLYMPIA	355
59558	9	52	3	17923	renderendeasc`s village	2777	renderendeasc	0		12
59561	12	52	3	17919	The New Land Empire	2974	richardsa2006	0		15
59584	35	52	3	19174	maipanda350`s village	6920	maipanda350	0		8
59587	38	52	3	19241	Yeet	7570	Lesquishey	121	RAM	141
59882	-68	51	1	18496	02. Kangaroo	1203	Menthol	17	ZEN	340
59912	-38	51	3	19277	Krikels Village	8148	Krikel	0		16
59914	-36	51	1	19043	Halloweenboo`s village	5407	Halloweenboo	0		10
59922	-28	51	1	18292	Winterfell	4386	Jon Snow	0		14
59933	-17	51	3	17944	bubamarasr`s village	3042	bubamarasr	0		18
59937	-13	51	3	18495	Ardbeg	1829	Rotten	17	ZEN	161
59950	0	51	3	17686	RazerEdge`s village	1704	RazerEdge	0		13
59961	11	51	1	17754	Q001	1940	Roidrage	0		328
59977	27	51	3	18422	Vladrak26rus`s village	4398	Vladrak26rus	0		13
59983	33	51	3	18958	Nagaroth`s village	5169	Nagaroth	0		13
59986	36	51	1	19031	TheGingerGod`s village	5377	TheGingerGod	0		13
59991	41	51	3	19345	BlitheGrant`s village	7320	BlitheGrant	0		10
60284	-67	50	1	19346	03. Komodo	1203	Menthol	17	ZEN	49
60299	-52	50	2	18363	A2	2250	GeneralGran	17	ZEN	285
60301	-50	50	5	8	WW Village	1	Natars	0		238
60317	-34	50	3	18840	spudnik0001`s village	4683	spudnik0001	0		8
60332	-19	50	2	17909	Village 1	2929	Asterran	0		100
60351	0	50	5	9	WW Village	1	Natars	0		238
60358	7	50	2	17603	001	1247	Kennzey	0		16
60367	16	50	1	17713	Robert1985Yat	1492	Yates1985Robe	0		19
60370	19	50	5	17887	Natars 19|50	1	Natars	0		146
60377	26	50	3	18044	El_DIABLO`s village	3612	El_DIABLO	130	phantom	84
60390	39	50	3	19185	Seba256`s village	6937	Seba256	0		11
60393	42	50	3	19359	Lamerle`s village	8955	lamerle	0		55
60401	50	50	5	2	WW Village	1	Natars	0		238
60488	137	50	1	18547	Fraidy Cat	645	Mouse	0		169
60708	-44	49	2	19414	GOAT 1	9772	GOAT	131	BYB	54
60710	-42	49	3	19339	01. Cytokinin	8806	Cytokinin	92	ZEN-RIF	114
60722	-30	49	5	18136	Natars -30|49	1	Natars	0		54
60729	-23	49	1	17942	N17-TOTTENHAM	3029	PaulyD	0		22
60745	-7	49	1	17765	1	1970	persona73	0		69
60766	14	49	2	17637	01.Darknox	1378	Darknox	21	TDS	515
60771	19	49	1	18819	03 Panda	86	Plutus	16	OLYMPIA	338
60772	20	49	3	17916	FergusFallse`s village	2791	FergusFallse	0		17
60773	21	49	3	18573	Little Schiltron	3482	Shmoodle	0		318
60776	24	49	3	18012	Shmoodles Home	3482	Shmoodle	0		480
60780	28	49	3	18049	DirtyDan`s village	3709	DirtyDan	0		13
60785	33	49	3	18505	Boom	4419	Artemis	16	OLYMPIA	416
60793	41	49	2	18431	jhonna7own2	1226	jhonna7an	21	TDS	224
60795	43	49	3	19344	Spokane`s village	8774	Spokane	0		10
61104	-49	48	2	18773	New village	2250	GeneralGran	17	ZEN	236
61112	-41	48	2	19149	Tazb78`s village	6823	Tazb78	0		8
61114	-39	48	1	19019	polkwein`s village	5334	polkwein	0		25
61116	-37	48	3	18913	2. Balmora	4390	tobber1o1	92	ZEN-RIF	115
61120	-33	48	1	18673	Luvly 2	4362	Luvly	92	ZEN-RIF	225
61126	-27	48	3	17996	Hame	3385	Tritoke	0		32
61137	-16	48	5	17835	Natars -16|48	1	Natars	0		27
61141	-12	48	1	17770	D00	1981	Devilsrage	92	ZEN-RIF	393
61144	-9	48	1	17764	Eure`s village	1969	Eure	0		15
61161	8	48	2	1815	001	844	Darkknights	21	TDS	536
61165	12	48	2	1790	The Vatican	819	The Pope	0		362
61176	23	48	5	17925	Natars 23|48	1	Natars	0		36
61187	34	48	3	18790	Bucky`s village	4500	Bucky	0		8
61190	37	48	1	18990	dogmanpa1`s village	5227	dogmanpa!	0		13
61193	40	48	3	19057	Home	5474	Drackin	0		80
61220	67	48	3	18758	Plop!	4419	Artemis	16	OLYMPIA	280
61256	103	48	1	18578	Gr1	312	grumps	21	TDS	268
61290	137	48	2	19066	03	197	Grasshopper	15	RELAPSE	70
61507	-47	47	2	19396	I NEED my imms	9358	The1truepoop	131	BYB	61
61516	-38	47	3	18823	KiDD`s village	4682	KiDD	0		57
61521	-33	47	1	18166	Luvly 1	4362	Luvly	92	ZEN-RIF	472
61531	-23	47	3	17880	JV 1	2671	james v	17	ZEN	362
61536	-18	47	5	17813	Natars -18|47	1	Natars	0		52
61538	-16	47	3	18709	JV 2	2671	james v	17	ZEN	134
61549	-5	47	3	17718	York	1837	seroxen	17	ZEN	590
61552	-2	47	3	17716	Bishop1994Xa	1548	XavierTOOTHDA	0		19
61554	0	47	5	1528	Natars 0|47	1	Natars	0		78
61560	6	47	1	18228	002	323	Daniil	18	999	483
61561	7	47	2	1625	01 Monkey Duff	757	Gmorkster	21	TDS	522
61567	13	47	2	1827	mastercna	854	mastercna	0		58
61570	16	47	3	17579	Cutie Pie	1168	Danny boi	15	RELAPSE	317
61578	24	47	3	17816	01	2328	Hobgoblin	0		108
61593	39	47	2	19268	jhonna7own3	1226	jhonna7an	21	TDS	75
61691	137	47	2	18240	02	197	Grasshopper	15	RELAPSE	337
61910	-45	46	2	19278	Ram Ranch	8152	DukeSkellington	0		14
61912	-43	46	3	19158	dfbfb	5891	Holyfrack	0		13
61915	-40	46	1	18944	kon`s village	5122	lord kon	92	ZEN-RIF	190
61918	-37	46	3	18706	The shire	4465	Tom123442	92	ZEN-RIF	219
61924	-31	46	3	18005	01 Anarchy	3428	Myyrä	0		72
61928	-27	46	1	17905	Tristan`s village	2890	Tristan	0		20
61931	-24	46	5	17873	Natars -24|46	1	Natars	0		34
61947	-8	46	3	17714	Bunnahabhain	1829	Rotten	17	ZEN	539
61949	-6	46	2	18725	Brightwood	2370	TEZ	17	ZEN	361
61956	1	46	3	1309	Iole`s village	629	Iole	0		13
61959	4	46	2	19062	04 Basketball	12	Ares	16	OLYMPIA	185
61961	6	46	1	1284	xxx	601	xxx	99	Not	278
61962	7	46	1	19065	003	323	Daniil	18	999	168
61981	26	46	1	18589	B	1110	Shambhai	0		64
61991	36	46	1	18457	00.	4404	BerserK	21	TDS	425
61995	40	46	3	18987	Obi-tel`s village	5222	Obi-tel	0		8
61997	42	46	3	19049	Sevantai`s village	5437	Sevantai	0		10
62024	69	46	3	18316	NBK	92	Icarus	16	OLYMPIA	282
62026	71	46	3	19391	NGU	92	Icarus	16	OLYMPIA	17
62310	-46	45	1	19192	1	6967	Vine	92	ZEN-RIF	115
62320	-36	45	3	18336	1. Seyda Neen	4390	tobber1o1	92	ZEN-RIF	387
62322	-34	45	5	18070	Natars -34|45	1	Natars	0		12
62327	-29	45	1	17953	Caernarfon	3082	Esio	0		40
62332	-24	45	3	18460	Nottingham	1837	seroxen	17	ZEN	417
62340	-16	45	3	17740	01 village	1903	Atahualpa	0		224
62350	-6	45	3	17660	Empire	1473	Shinobi	21	TDS	319
62352	-4	45	1	17659	01. Panda	1203	Menthol	17	ZEN	551
62359	3	45	1	1088	1	530	48th	78	F	75
62366	10	45	1	1356	The Gutter	645	Mouse	0		539
62381	25	45	3	17638	Billakos	1379	Billakos	0		20
62384	28	45	3	17917	iw1tei`s village	2754	iw1tei	0		14
62389	33	45	3	18088	earl gilbert`s village	4003	earl gilbert	0		11
62393	37	45	5	18414	Natars 37|45	1	Natars	0		58
62395	39	45	5	18844	Natars 39|45	1	Natars	0		46
62400	44	45	3	19164	mattius`s village	6900	mattius	0		8
62712	-45	44	3	19157	fgjhngnj	6077	WarpunkStudio	0		13
62715	-42	44	3	18937	Daffodils	5037	purplemon	0		27
62717	-40	44	5	18694	Natars -40|44	1	Natars	0		74
62720	-37	44	2	18335	00 Dragonfruit	494	Random	17	ZEN	138
62725	-32	44	1	17946	Caernarfon	3060	esiolol	0		54
62732	-25	44	2	17831	Albion	2370	TEZ	17	ZEN	659
62742	-15	44	1	17679	reza	1675	reza	0		181
62745	-12	44	2	17678	kingrez`s village	836	kingrez	0		11
62748	-9	44	1	17663	Backwoods	1533	Zexa	0		101
62754	-3	44	2	17625	Temple	1333	monk	0		40
62763	6	44	1	18334	001	275	The Rat	18	999	250
62769	12	44	1	1117	Gub	541	Gubbo	78	F	73
62777	20	44	1	18191	02 Candy	86	Plutus	16	OLYMPIA	288
62778	21	44	1	2003	Auxiliary	885	Macro	0		343
62781	24	44	1	18299	Byzantium	1242	Kundera	0		100
62795	38	44	1	18438	Vill1	4402	Travplay	0		329
62800	43	44	3	19047	T1	5434	Timmo	0		165
62802	45	44	3	19175	Rcap`s village	6922	Rcap	0		8
63077	-81	43	1	19146	02 Falkreath	31	Doinmeheck	17	ZEN	147
63106	-52	43	1	18445	02 Apollo	1703	pieru	17	ZEN	326
63114	-44	43	3	18963	Sharaback`s village	5182	Sharaback	0		10
63117	-41	43	5	18477	Natars -41|43	1	Natars	0		126
63121	-37	43	5	18107	Natars -37|43	1	Natars	0		14
63135	-23	43	2	18359	NEST 01	1901	HELLRAIZER	17	ZEN	381
63158	0	43	1	942	00 BURLY SHOVELFIST	459	Fear	15	RELAPSE	709
63160	2	43	2	18666	03 Football	12	Ares	16	OLYMPIA	343
63176	18	43	2	1406	WHITE Person	704	WHITE	0		31
63178	20	43	5	1404	Natars 20|43	1	Natars	0		250
63183	25	43	2	16608	Fire`s village	1126	Fire	0		11
63188	30	43	3	17687	villa	1697	Van4es	0		429
63191	33	43	1	19256	01.	4404	BerserK	21	TDS	96
63194	36	43	5	18097	Natars 36|43	1	Natars	0		36
63204	46	43	3	19178	Ups Da River	6927	Frank28	0		17
63207	49	43	1	19349	T	8888	Tartarus420	0		102
63477	-82	42	1	18193	00 Whiterun	31	Doinmeheck	17	ZEN	268
63513	-46	42	3	19042	Arcadia	5404	Markonator	92	ZEN-RIF	91
63528	-31	42	3	17879	Aur01	2667	cure1313	0		207
63534	-25	42	3	17778	piercyn.brooks`s village	2018	piercyn.brooks	0		12
63536	-23	42	2	17742	HELL GATES	1901	HELLRAIZER	17	ZEN	708
63539	-20	42	3	17712	Aidan1993	1709	xxPU	0		26
63546	-13	42	2	17620	001_return	1328	haer	0		24
63548	-11	42	1	17584	Parum	1190	Pifon	0		171
63550	-9	42	3	11677	C1	1034	CICAK	0		43
63555	-4	42	1	8666	iamback`s village	990	iamback	0		13
63560	1	42	2	17950	02 Floorball	12	Ares	16	OLYMPIA	498
63563	4	42	3	889	Amaretti	431	Biscuits	15	RELAPSE	568
63567	8	42	3	970	00 SPAM MISUBI	472	Fopdoodle	0		192
63571	12	42	2	1051	TK 99	514	GUCCI	0		183
63586	27	42	1	17599	Aquincum	1242	Kundera	0		289
63594	35	42	2	18016	GALATASARAY	3520	GALATASARAY	0		40
63603	44	42	3	18946	All.In.Baba`s village	5128	All.In.Baba	0		10
63609	50	42	3	19295	11981198comb`s village	7865	11981198comb	0		10
63684	125	42	3	19191	N.01 Daffy Duck	460	Sitting Duck	15	RELAPSE	136
63911	-49	41	3	19263	tiranel2`s village	8013	tiranel2	0		8
