ID	x	y	Tribe	VID	Village	User_ID	Player	AID	Alliance	Pop	Pop_d-1	difference1	Pop_d-2	difference2	distance	links
341613	-14	-26	1	28	Icarus`s village	15	Icarus	0		124	124	0	124	0	13.4	https://ts81.travian.com/karte.php?x=-14&y=-26
347204	-30	-33	2	1239	① Rivia	818	Geralt of Rivia	0		91	91	0	91	0	13.6	https://ts81.travian.com/karte.php?x=-30&y=-33
347212	-22	-33	2	804	arash_minaee	493	arash_minaee	0		48	48	0	48	0	13.6	https://ts81.travian.com/karte.php?x=-22&y=-33
348010	-25	-34	1	931	eNVy4ever`s village	628	eNVy4ever	0		143	143	0	143	0	14.0	https://ts81.travian.com/karte.php?x=-25&y=-34
343993	-37	-29	1	1443	&#34;ao&#34;	960	Agruv over	39	vip	50	50	0	50	0	14.2	https://ts81.travian.com/karte.php?x=-37&y=-29
348006	-29	-34	2	1227	arekli	815	arekli	0		37	37	0	37	0	14.3	https://ts81.travian.com/karte.php?x=-29&y=-34
325577	-30	-6	2	3119	New village	91	Sheev	17	salling	5	5	0	3	2	14.6	https://ts81.travian.com/karte.php?x=-30&y=-6
339985	-40	-24	2	1434	War`s village	943	War	0		11	11	0	11	0	14.6	https://ts81.travian.com/karte.php?x=-40&y=-24
325576	-31	-6	2	76	Sheev`s	91	Sheev	17	salling	435	435	0	431	4	14.9	https://ts81.travian.com/karte.php?x=-31&y=-6
329574	-38	-11	1	791	marius1024`s village	401	marius1024	0		37	37	0	37	0	15.0	https://ts81.travian.com/karte.php?x=-38&y=-11
346398	-35	-32	2	1333	Trakyali39`s village	908	Trakyali39	0		8	8	0	8	0	15.0	https://ts81.travian.com/karte.php?x=-35&y=-32
348808	-28	-35	2	1228	Atro100`s village	816	Atro100	0		22	22	0	22	0	15.1	https://ts81.travian.com/karte.php?x=-28&y=-35
348015	-20	-34	2	717	sajjadintel`s village	436	sajjadintel	0		12	12	0	12	0	15.2	https://ts81.travian.com/karte.php?x=-20&y=-34
345595	-37	-31	3	1513	Bloater`s village	1015	Bloater	0		10	10	0	10	0	15.6	https://ts81.travian.com/karte.php?x=-37&y=-31
337580	-42	-21	2	1433	hristogg`s village	955	hristogg	0		12	12	0	12	0	16.0	https://ts81.travian.com/karte.php?x=-42&y=-21
327172	-37	-8	3	571	AFK`s village	360	AFK	0		15	15	0	15	0	16.3	https://ts81.travian.com/karte.php?x=-37&y=-8
342387	-41	-27	3	1518	ykhv`s village	1044	ykhv	0		31	31	0	31	0	16.6	https://ts81.travian.com/karte.php?x=-41&y=-27
345593	-39	-31	1	1779	Gallum`s village	1264	Gallum	0		8	8	0	8	0	17.0	https://ts81.travian.com/karte.php?x=-39&y=-31
346395	-38	-32	1	1617	1	1065	Canis major	0		48	48	0	48	0	17.0	https://ts81.travian.com/karte.php?x=-38&y=-32
350411	-27	-37	2	1321	YYY`s village	895	YYY	0		27	27	0	27	0	17.0	https://ts81.travian.com/karte.php?x=-27&y=-37
334375	-43	-17	3	1278	00	854	Souxie	0		164	164	0	164	0	17.3	https://ts81.travian.com/karte.php?x=-43&y=-17
343989	-41	-29	1	1737	ronit`s village	1241	ronit	0		11	11	0	11	0	17.5	https://ts81.travian.com/karte.php?x=-41&y=-29
349618	-19	-36	3	854	1	554	kepetdarasta	0		60	60	0	60	0	17.5	https://ts81.travian.com/karte.php?x=-19&y=-36
351213	-26	-38	3	1323	Death`s village	876	Death	0		64	64	0	64	0	18.0	https://ts81.travian.com/karte.php?x=-26&y=-38
338379	-44	-22	1	1567	Icon`s village	1089	Icon	0		20	20	0	20	0	18.1	https://ts81.travian.com/karte.php?x=-44&y=-22
351217	-22	-38	2	1141	Hell Hole	742	maanmomani	0		100	100	0	100	0	18.4	https://ts81.travian.com/karte.php?x=-22&y=-38
332772	-44	-15	1	1318	EAV`s village	889	EAV	0		33	33	0	33	0	18.7	https://ts81.travian.com/karte.php?x=-44&y=-15
350420	-18	-37	3	860	Tatjana`s village	569	Tatjana	0		11	11	0	11	0	18.8	https://ts81.travian.com/karte.php?x=-18&y=-37
335174	-45	-18	2	1491	takht jamshid	995	hoseinghoorchi	0		39	39	0	39	0	19.1	https://ts81.travian.com/karte.php?x=-45&y=-18
345590	-42	-31	1	1953	Alken	1363	Chaddox	0		126	126	0	126	0	19.4	https://ts81.travian.com/karte.php?x=-42&y=-31
344788	-43	-30	3	2005	K1nG	1369	K!nG	0		40	40	0	40	0	19.7	https://ts81.travian.com/karte.php?x=-43&y=-30
347223	-11	-33	3	433	Harry Potter`s village	281	Harry Potter	0		18	18	0	18	0	19.8	https://ts81.travian.com/karte.php?x=-11&y=-33
348823	-13	-35	1	540	snowwa69`s village	338	snowwa69	0		43	43	0	43	0	19.8	https://ts81.travian.com/karte.php?x=-13&y=-35
346423	-10	-32	1	315	dezcroix	236	dezcroix	0		106	106	0	106	0	20.0	https://ts81.travian.com/karte.php?x=-10&y=-32
322367	-36	-2	1	498	THC`s village	251	THC	0		24	24	0	24	0	20.6	https://ts81.travian.com/karte.php?x=-36&y=-2
352022	-18	-39	3	1031	Salivandr`s village	711	Salivandr	0		8	8	0	8	0	20.6	https://ts81.travian.com/karte.php?x=-18&y=-39
327166	-43	-8	1	1040	Staffanstorp	696	Superhoops	0		88	88	0	88	0	20.8	https://ts81.travian.com/karte.php?x=-43&y=-8
350424	-14	-37	1	805	D4nN1`s village	536	D4nN1	0		18	18	0	18	0	20.8	https://ts81.travian.com/karte.php?x=-14&y=-37
352821	-20	-40	1	1195	Bohemond`s village	770	Bohemond	0		23	23	0	23	0	20.9	https://ts81.travian.com/karte.php?x=-20&y=-40
333570	-47	-16	2	1764	.	1257	PlayForFun	0		91	91	0	91	0	21.4	https://ts81.travian.com/karte.php?x=-47&y=-16
353621	-21	-41	2	1282	Armadillo	858	Dizzy	0		11	11	0	11	0	21.6	https://ts81.travian.com/karte.php?x=-21&y=-41
352824	-17	-40	1	983	001	666	Myoxx	0		63	63	0	63	0	21.9	https://ts81.travian.com/karte.php?x=-17&y=-40
348026	-9	-34	2	418	Josakralj 26`s village	266	Josakralj 26	0		21	21	0	21	0	22.0	https://ts81.travian.com/karte.php?x=-9&y=-34
339176	-48	-23	2	2144	0.0	1477	boogeyman	0		114	114	0	114	0	22.2	https://ts81.travian.com/karte.php?x=-48&y=-23
354412	-31	-42	1	2109	1	1441	NIS81	0		16	16	0	16	0	22.6	https://ts81.travian.com/karte.php?x=-31&y=-42
346387	-46	-32	2	2468	ciderdrinker	1862	ciderdrinker	0		39	39	0	39	0	23.3	https://ts81.travian.com/karte.php?x=-46&y=-32
352827	-14	-40	3	954	SLOdef`s village	636	SLOdef	0		39	39	0	39	0	23.3	https://ts81.travian.com/karte.php?x=-14&y=-40
332767	-49	-15	3	1949	freed3ng`s village	1361	freed3ng	0		15	15	0	15	0	23.5	https://ts81.travian.com/karte.php?x=-49&y=-15
347990	-45	-34	3	2494	Rullators`s village	1880	Rullators	0		26	26	0	26	0	23.6	https://ts81.travian.com/karte.php?x=-45&y=-34
353605	-37	-41	3	2360	Nasta	1779	jaaaaaa	0		46	46	0	46	0	23.7	https://ts81.travian.com/karte.php?x=-37&y=-41
353627	-15	-41	1	1142	mikas2`s village	755	mikas2	0		63	63	0	63	0	23.7	https://ts81.travian.com/karte.php?x=-15&y=-41
337572	-50	-21	3	2270	Pepe666`s village	1635	Pepe666	0		35	35	0	35	0	24.0	https://ts81.travian.com/karte.php?x=-50&y=-21
356018	-27	-44	1	2108	Google`s village	1443	Google	0		11	11	0	11	0	24.0	https://ts81.travian.com/karte.php?x=-27&y=-44
356022	-23	-44	3	1749	Alpha	1247	Mao	0		78	78	0	78	0	24.2	https://ts81.travian.com/karte.php?x=-23&y=-44
339975	-50	-24	3	2338	Tpaccep`s village	1734	Tpaccep	0		10	10	0	10	0	24.3	https://ts81.travian.com/karte.php?x=-50&y=-24
355210	-34	-43	2	2336	01	1729	mohammad king	43	Iran	51	51	0	42	9	24.4	https://ts81.travian.com/karte.php?x=-34&y=-43
356024	-21	-44	3	1598	mmm123`s village	1098	mmm123	50	G.m.c	50	50	0	50	0	24.5	https://ts81.travian.com/karte.php?x=-21&y=-44
324760	-46	-5	2	1322	Odin`s village	894	Odin	0		14	14	0	14	0	25.0	https://ts81.travian.com/karte.php?x=-46&y=-5
352800	-41	-40	1	2595	01 Jonny	1946	joncoffee	0		296	296	0	296	0	25.0	https://ts81.travian.com/karte.php?x=-41&y=-40
319161	-38	2	1	611	Zardy`s Spawn	376	Zardy	0		447	447	0	447	0	25.1	https://ts81.travian.com/karte.php?x=-38&y=2
354405	-38	-42	1	2609	Leg1on`s village	1951	Leg1on	0		15	15	0	15	0	25.1	https://ts81.travian.com/karte.php?x=-38&y=-42
325560	-47	-6	3	1435	Limitless`s village	958	Limitless	0		12	12	0	12	0	25.2	https://ts81.travian.com/karte.php?x=-47&y=-6
334367	-51	-17	1	2264	Artan`s village	1618	Artan	0		9	9	0	9	0	25.2	https://ts81.travian.com/karte.php?x=-51&y=-17
353630	-12	-41	3	1030	Marsian`s village	712	Marsian	0		65	65	0	65	0	25.2	https://ts81.travian.com/karte.php?x=-12&y=-41
345629	-3	-31	3	70	Cgd`s village	73	Cgd	0		14	14	0	14	0	25.5	https://ts81.travian.com/karte.php?x=-3&y=-31
347186	-48	-33	1	2697	00	2010	prova	0		16	16	0	16	0	25.6	https://ts81.travian.com/karte.php?x=-48&y=-33
356814	-32	-45	1	2387	Ploop`s village	1807	Ploop	0		32	32	0	32	0	25.7	https://ts81.travian.com/karte.php?x=-32&y=-45
328761	-50	-10	2	1901	Alarico`s village	1303	Alarico	0		8	8	0	8	0	26.0	https://ts81.travian.com/karte.php?x=-50&y=-10
357622	-25	-46	3	2114	James47`s village	1446	James47	0		14	14	0	14	0	26.0	https://ts81.travian.com/karte.php?x=-25&y=-46
316762	-34	5	3	283	maestro zen`s village	193	maestro zen	3	IN	29	29	0	29	0	26.2	https://ts81.travian.com/karte.php?x=-34&y=5
317560	-37	4	2	516	istanbul	327	TURK	0		32	32	0	32	0	26.4	https://ts81.travian.com/karte.php?x=-37&y=4
348832	-4	-35	1	417	01 - Cordoba	264	Cicladas	0		59	59	0	59	0	26.6	https://ts81.travian.com/karte.php?x=-4&y=-35
346431	-2	-32	1	108	begy`s village	98	begy	0		8	8	0	8	0	26.8	https://ts81.travian.com/karte.php?x=-2&y=-32
315165	-29	7	1	22	Rivendell	11	Xtinction	0		157	157	0	157	0	27.2	https://ts81.travian.com/karte.php?x=-29&y=7
339171	-53	-23	1	2722	Ice A	2035	xicecharge	0		14	14	0	14	0	27.2	https://ts81.travian.com/karte.php?x=-53&y=-23
315163	-31	7	2	143	Wasil`s village	141	Wasil	0		11	11	0	11	0	27.5	https://ts81.travian.com/karte.php?x=-31&y=7
357630	-17	-46	3	1602	mohamd`s village	874	mohamd	50	G.m.c	61	61	0	61	0	27.5	https://ts81.travian.com/karte.php?x=-17&y=-46
351994	-46	-39	3	2955	Bidewil`s village	2169	Bidewil	0		8	8	0	8	0	27.6	https://ts81.travian.com/karte.php?x=-46&y=-39
351192	-47	-38	3	2966	LoLoX`s village	2187	LoLoX	0		8	8	0	8	0	27.7	https://ts81.travian.com/karte.php?x=-47&y=-38
345580	-52	-31	3	3035	ozgozo`s village	2231	ozgozo	0		8	8	0	8	0	28.2	https://ts81.travian.com/karte.php?x=-52&y=-31
359226	-23	-48	3	2207	C4_Launge`s village	1541	C4_Launge	0		10	10	0	10	0	28.2	https://ts81.travian.com/karte.php?x=-23&y=-48
353635	-7	-41	3	946	Ares	648	shasheenn	0		97	97	0	87	10	28.3	https://ts81.travian.com/karte.php?x=-7&y=-41
356004	-41	-44	3	3002	cakex`s village	2208	cakex	0		8	8	0	8	0	28.3	https://ts81.travian.com/karte.php?x=-41&y=-44
355201	-43	-43	3	3045	Rcs`s village	2240	Rcs	0		12	12	0	12	0	28.6	https://ts81.travian.com/karte.php?x=-43&y=-43
317555	-42	4	1	896	00	617	Asmodeus	0		61	61	0	61	0	28.8	https://ts81.travian.com/karte.php?x=-42&y=4
356035	-10	-44	2	1171	tesadufen`s village	778	tesadufen	0		19	19	0	19	0	28.8	https://ts81.travian.com/karte.php?x=-10&y=-44
337567	-55	-21	3	2832	quafflehowl`s village	2086	quafflehowl	0		10	10	0	10	0	29.0	https://ts81.travian.com/karte.php?x=-55&y=-21
347234	0	-33	2	280	01kasinato	196	kasinato	0		428	428	0	426	2	29.1	https://ts81.travian.com/karte.php?x=0&y=-33
356835	-11	-45	3	1302	Ahoj Čau	881	Vévoda	0		40	40	0	40	0	29.2	https://ts81.travian.com/karte.php?x=-11&y=-45
358411	-37	-47	1	2965	xedo`s village	2186	xedo	0		8	8	0	8	0	29.2	https://ts81.travian.com/karte.php?x=-37&y=-47
313562	-30	9	2	72	Dark-Knight`s village	101	Dark-Knight	0		71	71	0	71	0	29.3	https://ts81.travian.com/karte.php?x=-30&y=9
360020	-30	-49	1	2608	Ragnar03`s village	1949	Ragnar03	0		10	10	0	10	0	29.3	https://ts81.travian.com/karte.php?x=-30&y=-49
323154	-50	-3	3	1748	Montecristo`s Villa	637	Montecristo	0		67	67	0	67	0	29.4	https://ts81.travian.com/karte.php?x=-50&y=-3
352837	-4	-40	2	817	Crag Hack`s village	551	Crag Hack	0		22	22	0	22	0	29.7	https://ts81.travian.com/karte.php?x=-4&y=-40
359233	-16	-48	2	1945	JERICO 1	1354	JERICO	0		89	89	0	82	7	29.7	https://ts81.travian.com/karte.php?x=-16&y=-48
355237	-7	-43	1	1130	DERS`s village	740	DERS	0		54	54	0	51	3	29.8	https://ts81.travian.com/karte.php?x=-7&y=-43
348784	-52	-35	1	5692	Mirniy`s village	2576	Mirniy	0		13	13	0	13	0	30.0	https://ts81.travian.com/karte.php?x=-52&y=-35
351237	-2	-38	2	671	kozak`s village	414	kozak	0		8	8	0	8	0	30.0	https://ts81.travian.com/karte.php?x=-2&y=-38
314356	-37	8	1	621	ja doso nako	383	ja doso nako	0		17	17	0	17	0	30.1	https://ts81.travian.com/karte.php?x=-37&y=8
338367	-56	-22	3	2972	Matilda`s village	2198	Matilda	0		8	8	0	8	0	30.1	https://ts81.travian.com/karte.php?x=-56&y=-22
360829	-22	-50	1	2304	01	1684	fung	0		102	102	0	102	0	30.3	https://ts81.travian.com/karte.php?x=-22&y=-50
319152	-47	2	2	1357	dino`s village	927	dino	0		22	22	0	22	0	30.4	https://ts81.travian.com/karte.php?x=-47&y=2
343975	-55	-29	1	5137	redsus 1	2464	redsus	0		22	22	0	22	0	30.4	https://ts81.travian.com/karte.php?x=-55&y=-29
358408	-40	-47	3	4849	Sanam`s village	2445	Sanam	0		17	17	0	17	0	30.4	https://ts81.travian.com/karte.php?x=-40&y=-47
360015	-35	-49	3	3003	sosepa`s village	2209	sosepa	0		8	8	0	8	0	30.4	https://ts81.travian.com/karte.php?x=-35&y=-49
312757	-34	10	2	318	49ers`s village	227	49ers	0		425	425	0	425	0	31.0	https://ts81.travian.com/karte.php?x=-34&y=10
323152	-52	-3	3	2106	Nopo`s village	1436	Nopo	0		8	8	0	8	0	31.1	https://ts81.travian.com/karte.php?x=-52&y=-3
354395	-48	-42	1	6117	RC1`s village	2642	RC1	0		12	12	0	12	0	31.1	https://ts81.travian.com/karte.php?x=-48&y=-42
329556	-56	-11	3	2581	Yeet village	1944	GopDuck	0		21	21	0	21	0	31.3	https://ts81.travian.com/karte.php?x=-56&y=-11
323952	-53	-4	1	2126	KRS1`s village	1464	KRS1	0		12	12	0	12	0	31.4	https://ts81.travian.com/karte.php?x=-53&y=-4
349638	1	-36	3	522	01	310	lugyi	0		32	32	0	32	0	31.4	https://ts81.travian.com/karte.php?x=1&y=-36
360012	-38	-49	3	3304	Jack`s village	2382	Jack	0		28	28	0	28	0	31.4	https://ts81.travian.com/karte.php?x=-38&y=-49
357603	-44	-46	1	6184	ZP	2678	environprotec	0		56	56	0	56	0	31.6	https://ts81.travian.com/karte.php?x=-44&y=-46
348782	-54	-35	1	6263	1	2698	DzVantage	0		14	14	0	14	0	31.8	https://ts81.travian.com/karte.php?x=-54&y=-35
350385	-53	-37	2	6471	Mr. R`s village	2772	Mr. R	0		43	43	0	0	43	31.9	https://ts81.travian.com/karte.php?x=-53&y=-37
356800	-46	-45	3	6270	MTP`s village	2704	MTP	0		33	33	0	26	7	32.0	https://ts81.travian.com/karte.php?x=-46&y=-45
362428	-25	-52	3	2734	bravoRJ`s village	2039	bravoRJ	0		8	8	0	8	0	32.0	https://ts81.travian.com/karte.php?x=-25&y=-52
335161	-58	-18	2	3132	UNTAMED`s village	2302	UNTAMED	0		15	15	0	15	0	32.1	https://ts81.travian.com/karte.php?x=-58&y=-18
339166	-58	-23	2	5136	001	2465	kohxs	0		26	26	0	26	0	32.1	https://ts81.travian.com/karte.php?x=-58&y=-23
321550	-52	-1	1	2100	Anthem	1435	Rush	0		26	26	0	26	0	32.2	https://ts81.travian.com/karte.php?x=-52&y=-1
352040	0	-39	3	739	puh	498	puh	0		69	69	0	69	0	32.2	https://ts81.travian.com/karte.php?x=0&y=-39
362431	-22	-52	3	2477	Dag_`s village	1861	Dag_	0		12	12	0	12	0	32.2	https://ts81.travian.com/karte.php?x=-22&y=-52
346437	4	-32	1	202	Speed.br`s village	119	Speed.br	0		8	8	0	8	0	32.3	https://ts81.travian.com/karte.php?x=4&y=-32
311158	-31	12	3	146	pazor	140	pazor	0		141	141	0	141	0	32.4	https://ts81.travian.com/karte.php?x=-31&y=12
340768	-58	-25	3	5169	Thetis`s village	2487	Thetis	0		8	8	0	8	0	32.4	https://ts81.travian.com/karte.php?x=-58&y=-25
351240	1	-38	3	696	Thorpi`s village	442	Thorpi	0		12	12	0	12	0	32.4	https://ts81.travian.com/karte.php?x=1&y=-38
358440	-8	-47	3	1517	Masc-17`s village	1025	Masc-17	0		10	10	0	10	0	32.4	https://ts81.travian.com/karte.php?x=-8&y=-47
344774	-57	-30	3	6222	OldSkool`s village	2685	OldSkool	0		11	11	0	11	0	32.6	https://ts81.travian.com/karte.php?x=-57&y=-30
360838	-13	-50	1	2112	Chaxzam 00	1445	chaxzam	0		22	22	0	22	0	32.7	https://ts81.travian.com/karte.php?x=-13&y=-50
311156	-33	12	1	361	babulko`s village	238	babulko	0		30	30	0	30	0	32.8	https://ts81.travian.com/karte.php?x=-33&y=12
323150	-54	-3	2	2271	janlane`s village	1636	janlane	0		8	8	0	8	0	32.8	https://ts81.travian.com/karte.php?x=-54&y=-3
311953	-37	11	3	644	selow`s village	391	selow	0		12	12	0	12	0	32.9	https://ts81.travian.com/karte.php?x=-37&y=11
310361	-27	13	2	29	Dafo`s village	26	Dafo	0		10	10	0	10	0	33.0	https://ts81.travian.com/karte.php?x=-27&y=13
335961	-59	-19	2	5155	01	2479	rickz	0		20	20	0	20	0	33.0	https://ts81.travian.com/karte.php?x=-59&y=-19
358403	-45	-47	3	6489	Gratto`s village	2778	Gratto	0		10	10	0	0	10	33.0	https://ts81.travian.com/karte.php?x=-45&y=-47
313550	-42	9	3	965	Avernus	641	malicyan	0		88	88	0	88	0	33.1	https://ts81.travian.com/karte.php?x=-42&y=9
349582	-55	-36	3	6555	Dark Justice	2799	Ibn Le Roux	0		44	44	0	0	44	33.1	https://ts81.travian.com/karte.php?x=-55&y=-36
327152	-57	-8	1	2702	Minde1582`s village	2021	Minde1582	0		12	12	0	12	0	33.2	https://ts81.travian.com/karte.php?x=-57&y=-8
355996	-49	-44	1	6548	salon`s village	2450	salon	0		11	11	0	0	11	33.2	https://ts81.travian.com/karte.php?x=-49&y=-44
361638	-14	-51	3	2197	Panama`s village	1531	Panama	0		12	12	0	12	0	33.2	https://ts81.travian.com/karte.php?x=-14&y=-51
362436	-17	-52	2	2359	Forbidden city`s village	1775	Forbidden city	0		15	15	0	15	0	33.2	https://ts81.travian.com/karte.php?x=-17&y=-52
356798	-48	-45	3	6898	Sweatysocks22`s village	2880	Sweatysocks22	0		16	16	0	0	16	33.3	https://ts81.travian.com/karte.php?x=-48&y=-45
311153	-36	12	1	580	The Burg	350	Fearkat	24	F.A.R.T.	196	196	0	190	6	33.5	https://ts81.travian.com/karte.php?x=-36&y=12
320802	1	0	1	15	Multihunter`s village	2	Multihunter	1	TG-TS	20	20	0	20	0	33.6	https://ts81.travian.com/karte.php?x=1&y=0
360007	-43	-49	1	6326	Satt`s village	2730	Satt	0		16	16	0	16	0	33.6	https://ts81.travian.com/karte.php?x=-43&y=-49
360041	-9	-49	1	1720	Wtf?	1238	Fiki Miki	0		404	404	0	401	3	33.6	https://ts81.travian.com/karte.php?x=-9&y=-49
355243	-1	-43	2	1022	01	703	sku	0		64	64	0	64	0	34.0	https://ts81.travian.com/karte.php?x=-1&y=-43
364028	-27	-54	1	2959	kebetat`s village	2183	kebetat	0		8	8	0	8	0	34.0	https://ts81.travian.com/karte.php?x=-27&y=-54
311151	-38	12	2	755	Octopus`s village	478	Octopus	0		19	19	0	19	0	34.2	https://ts81.travian.com/karte.php?x=-38&y=12
315147	-47	7	3	1474	Kani`s village	966	Kani	0		11	11	0	11	0	34.2	https://ts81.travian.com/karte.php?x=-47&y=7
329553	-59	-11	3	2968	Marauder`s village	2189	Marauder	0		8	8	0	8	0	34.2	https://ts81.travian.com/karte.php?x=-59&y=-11
361611	-41	-51	1	6298	MVB`s village	2715	MVB	0		17	17	0	17	0	34.4	https://ts81.travian.com/karte.php?x=-41&y=-51
323148	-56	-3	2	2484	One`s village	1875	One	0		19	19	0	19	0	34.5	https://ts81.travian.com/karte.php?x=-56&y=-3
363238	-16	-53	2	2297	Witalia	1671	Witalia	0		47	47	0	47	0	34.5	https://ts81.travian.com/karte.php?x=-16&y=-53
317546	-51	4	1	1904	simba`s village	1311	simba	0		28	28	0	28	0	34.7	https://ts81.travian.com/karte.php?x=-51&y=4
318346	-52	3	1	2075	Moni	1411	Pepe Argento	0		29	29	0	29	0	34.7	https://ts81.travian.com/karte.php?x=-52&y=3
356844	-2	-45	3	1194	Top Defender	727	SuperMK	0		36	36	0	36	0	34.7	https://ts81.travian.com/karte.php?x=-2&y=-45
357644	-3	-46	2	1320	Ofir	879	Refael	0		74	74	0	74	0	34.7	https://ts81.travian.com/karte.php?x=-3&y=-46
344839	8	-30	1	98	Ecum3`s village	116	Ecum3	0		40	40	0	40	0	35.4	https://ts81.travian.com/karte.php?x=8&y=-30
363241	-13	-53	3	2400	WallStreet	1815	Golden guy	0		135	135	0	135	0	35.5	https://ts81.travian.com/karte.php?x=-13&y=-53
315944	-51	6	3	1709	Gundersen`s village	1224	Gundersen	0		28	28	0	28	0	36.1	https://ts81.travian.com/karte.php?x=-51&y=6
329551	-61	-11	2	5091	fake`s village !!	2449	fake	0		12	12	0	12	0	36.1	https://ts81.travian.com/karte.php?x=-61&y=-11
364017	-38	-54	3	6584	Achtung`s village	2810	Achtung	0		12	12	0	0	12	36.1	https://ts81.travian.com/karte.php?x=-38&y=-54
362444	-9	-52	3	2150	Little.King`s village	1483	Little.King	0		8	8	0	8	0	36.2	https://ts81.travian.com/karte.php?x=-9&y=-52
307952	-33	16	1	535	Hallowfell	326	Shadow	0		83	83	0	83	0	36.7	https://ts81.travian.com/karte.php?x=-33&y=16
323946	-59	-4	1	2815	001	2071	Maximus Decimus	0		123	123	0	118	5	36.7	https://ts81.travian.com/karte.php?x=-59&y=-4
343239	10	-28	2	25	Lord Of War`s village	32	Lord Of War	0		61	61	0	61	0	36.9	https://ts81.travian.com/karte.php?x=10&y=-28
352846	5	-40	1	839	Samii`s village	564	Samii	0		13	13	0	13	0	36.9	https://ts81.travian.com/karte.php?x=5&y=-40
356047	2	-44	3	1147	Mahdi997m`s village	743	Mahdi997m	0		8	8	0	8	0	36.9	https://ts81.travian.com/karte.php?x=2&y=-44
365639	-18	-56	3	2848	Shelby`s village	2095	Shelby	0		14	14	0	14	0	36.9	https://ts81.travian.com/karte.php?x=-18&y=-56
308748	-38	15	3	843	Colin the great`s village	520	Colin the great	0		8	8	0	8	0	37.0	https://ts81.travian.com/karte.php?x=-38&y=15
366433	-25	-57	1	4091	LaChazzz`s village	2442	LaChazzz	0		110	110	0	97	13	37.0	https://ts81.travian.com/karte.php?x=-25&y=-57
352046	6	-39	2	709	aiolos	431	aiolos	0		85	85	0	85	0	37.2	https://ts81.travian.com/karte.php?x=6&y=-39
366436	-22	-57	3	3038	ozgozi`s village	2236	ozgozi	0		12	12	0	12	0	37.2	https://ts81.travian.com/karte.php?x=-22&y=-57
347243	9	-33	1	340	kaa`s village	213	kaa	0		17	17	0	17	0	37.3	https://ts81.travian.com/karte.php?x=9&y=-33
328749	-62	-10	2	5690	Teutoburg Forest	2573	Arminius	0		86	86	0	83	3	37.4	https://ts81.travian.com/karte.php?x=-62&y=-10
320743	-58	0	2	2615	kingoftravian`s village	1959	kingoftravian	0		10	10	0	10	0	37.7	https://ts81.travian.com/karte.php?x=-58&y=0
