ID	x	y	Tribe	VID	Village	User_ID	Player	AID	Alliance	Pop	Pop_d-1	difference1	Pop_d-2	difference2	distance	links
127013	96	-116	3	29157	Hocklimon	32546	Banfrid	0		19	19	0	19	0	8	https://latesummer1x.travian.com/karte.php?x=96&y=-116
127406	88	-117	1	27903	Pushek91`s village	29176	Pushek91	0		8	8	0	10	-2	8	https://latesummer1x.travian.com/karte.php?x=88&y=-117
127408	90	-117	6	28307	Osada: charonne	30392	charonne	0		11	11	0	11	0	8	https://latesummer1x.travian.com/karte.php?x=90&y=-117
127411	93	-117	6	28541	Vesnice: Sheanis	31088	Sheanis	0		12	12	0	12	0	8	https://latesummer1x.travian.com/karte.php?x=93&y=-117
122205	100	-104	7	27496	xxx	27872	xxxPLxxx	0		28	28	0	28	0	9	https://latesummer1x.travian.com/karte.php?x=100&y=-104
124193	83	-109	3	26266	قرية redwolf55	23771	redwolf55	0		9	9	0	9	0	9	https://latesummer1x.travian.com/karte.php?x=83&y=-109
126199	84	-114	7	27170	Lean	26872	Lean	0		16	16	0	16	0	9	https://latesummer1x.travian.com/karte.php?x=84&y=-114
126215	100	-114	3	29355	Галлия	33189	Feel_The_Power	0		22	22	0	22	0	9	https://latesummer1x.travian.com/karte.php?x=100&y=-114
126615	99	-115	7	29367	DrKheaveN Köyü	33213	DrKheaveN	0		11	11	0	11	0	9	https://latesummer1x.travian.com/karte.php?x=99&y=-115
127002	85	-116	6	27563	Bèta Wolf`s village	28045	Bèta Wolf	0		10	10	0	10	0	9	https://latesummer1x.travian.com/karte.php?x=85&y=-116
127015	98	-116	3	29368	Деревня marina19	33221	marina19	0		10	10	0	10	0	9	https://latesummer1x.travian.com/karte.php?x=98&y=-116
127814	95	-118	3	29200	Aldea de Naria	32702	Naria	0		12	12	0	12	0	9	https://latesummer1x.travian.com/karte.php?x=95&y=-118
121403	100	-102	6	27378	Южный	27471	Sergey	0		22	22	0	22	0	10	https://latesummer1x.travian.com/karte.php?x=100&y=-102
125816	102	-113	1	29424	Osada: Topriota	33308	Topriota	0		11	11	0	11	0	10	https://latesummer1x.travian.com/karte.php?x=102&y=-113
127017	100	-116	1	29612	Aldea de Faussmachado	33731	Faussmachado	0		14	14	0	14	0	10	https://latesummer1x.travian.com/karte.php?x=100&y=-116
128209	89	-119	1	28561	jgorr`s village	31125	jgorr	0		10	10	0	10	0	10	https://latesummer1x.travian.com/karte.php?x=89&y=-119
119788	89	-98	6	25534	Osada: dagon88	21300	dagon88	0		15	15	0	15	0	11	https://latesummer1x.travian.com/karte.php?x=89&y=-98
119792	93	-98	7	25977	הכפר של Yoav96000	22691	Yoav96000	0		12	12	0	12	0	11	https://latesummer1x.travian.com/karte.php?x=93&y=-98
120197	97	-99	3	26645	ribberholt123’s landsby	25126	ribberholt123	0		8	8	0	0	8	11	https://latesummer1x.travian.com/karte.php?x=97&y=-99
127402	84	-117	1	27560	Ubica	28040	josklem	0		25	25	0	25	0	11	https://latesummer1x.travian.com/karte.php?x=84&y=-117
128206	86	-119	6	28137	Деревня Dred_Vova	29768	Dred_Vova	0		16	16	0	16	0	11	https://latesummer1x.travian.com/karte.php?x=86&y=-119
128609	88	-120	6	28571	Osada: Hadesium	31135	Pandorins	0		33	33	0	33	0	11	https://latesummer1x.travian.com/karte.php?x=88&y=-120
128611	90	-120	6	28862	Mithrandir Köyü	31915	Mithrandir	0		10	10	0	10	0	11	https://latesummer1x.travian.com/karte.php?x=90&y=-120
119797	98	-98	3	26489	Hrušćica	24488	Jocka2810	0		13	13	0	13	0	12	https://latesummer1x.travian.com/karte.php?x=98&y=-98
120601	100	-100	7	26931	Osada: TRAX_SOBAKA	26134	TRAX_SOBAKA	0		10	10	0	10	0	12	https://latesummer1x.travian.com/karte.php?x=100&y=-100
120984	82	-101	6	25273	Raynow Köyü	20532	Raynow	0		10	10	0	10	0	12	https://latesummer1x.travian.com/karte.php?x=82&y=-101
127400	82	-117	2	27368	Делирий	27422	ixpress	0		33	33	0	33	0	12	https://latesummer1x.travian.com/karte.php?x=82&y=-117
127420	102	-117	1	30014	Rajipakao`s village	34803	Rajipakao	0		8	8	0	7	1	12	https://latesummer1x.travian.com/karte.php?x=102&y=-117
127802	83	-118	6	27519	הכפר של שילה	27937	שילה	0		8	8	0	0	8	12	https://latesummer1x.travian.com/karte.php?x=83&y=-118
118988	91	-96	6	25551	Aldea de albauriel	21332	albauriel	0		11	11	0	11	0	13	https://latesummer1x.travian.com/karte.php?x=91&y=-96
119397	99	-97	2	26660	قرية mom	25158	mom	0		10	10	0	10	0	13	https://latesummer1x.travian.com/karte.php?x=99&y=-97
119784	85	-98	1	25249	00	20439	BlackSunEmpire	0		14	14	0	14	0	13	https://latesummer1x.travian.com/karte.php?x=85&y=-98
121005	103	-101	6	27543	A.cagli	28000	A.cagli	0		12	12	0	12	0	13	https://latesummer1x.travian.com/karte.php?x=103&y=-101
121808	104	-103	1	27939	Aldea de RUDIS	29244	RUDIS	0		14	14	0	14	0	13	https://latesummer1x.travian.com/karte.php?x=104&y=-103
122611	105	-105	3	28321	Vesnice: Henry Komuslav	30437	Henry Komuslav	0		17	17	0	17	0	13	https://latesummer1x.travian.com/karte.php?x=105&y=-105
125392	79	-112	7	26259	Деревня moawrd	23743	moawrd	0		20	20	0	20	0	13	https://latesummer1x.travian.com/karte.php?x=79&y=-112
127021	104	-116	6	30168	jiwal`s by	35251	jiwal	0		8	8	0	0	8	13	https://latesummer1x.travian.com/karte.php?x=104&y=-116
128221	101	-119	2	30239	Aldea de Hopper	35413	Hopper	0		14	14	0	14	0	13	https://latesummer1x.travian.com/karte.php?x=101&y=-119
129417	94	-122	6	29911	Thebeast716`s village	34527	Thebeast716	0		10	10	0	10	0	13	https://latesummer1x.travian.com/karte.php?x=94&y=-122
118591	95	-95	3	25869	yeet my feet	22345	namelles	0		33	33	0	33	0	14	https://latesummer1x.travian.com/karte.php?x=95&y=-95
119801	102	-98	2	26980	Dm3	26242	Z 32	0		52	52	0	52	0	14	https://latesummer1x.travian.com/karte.php?x=102&y=-98
120582	81	-100	6	25119	1	19992	RAM55	0		39	39	0	39	0	14	https://latesummer1x.travian.com/karte.php?x=81&y=-100
121783	79	-103	7	25266	Деревня Cherkas	20515	Cherkas	0		17	17	0	17	0	14	https://latesummer1x.travian.com/karte.php?x=79&y=-103
124188	78	-109	3	25850	Osada: blondi4lazy	22290	blondi4lazy	0		10	10	0	10	0	14	https://latesummer1x.travian.com/karte.php?x=78&y=-109
125018	106	-111	3	29688	Opal`s village	33964	Opal	0		8	8	0	7	1	14	https://latesummer1x.travian.com/karte.php?x=106&y=-111
129421	98	-122	3	30350	Aldeia Genovese	35806	cacausupimpa	0		88	93	-5	103	-15	14	https://latesummer1x.travian.com/karte.php?x=98&y=-122
129813	89	-123	7	29353	111	33191	fReZeee	0		19	19	0	19	0	14	https://latesummer1x.travian.com/karte.php?x=89&y=-123
129819	95	-123	1	29972	0001	34690	anker33	0		30	30	0	30	0	14	https://latesummer1x.travian.com/karte.php?x=95&y=-123
118183	88	-94	2	25042	Civic Köyü	19778	Civic	0		8	8	0	0	8	15	https://latesummer1x.travian.com/karte.php?x=88&y=-94
118187	92	-94	6	25570	BosOtsos	21400	BosOtsos	0		17	17	0	17	0	15	https://latesummer1x.travian.com/karte.php?x=92&y=-94
118189	94	-94	3	25722	Aldeia do subblack	21860	subblack	0		10	10	0	10	0	15	https://latesummer1x.travian.com/karte.php?x=94&y=-94
118997	100	-96	7	26637	Valhalla	25087	catalyst111	0		26	26	0	26	0	15	https://latesummer1x.travian.com/karte.php?x=100&y=-96
119381	83	-97	3	25001	EMBAZAARHOME Köyü	19659	EMBAZAARHOME	0		11	11	0	11	0	15	https://latesummer1x.travian.com/karte.php?x=83&y=-97
120605	104	-100	6	27586	Aldea de Ryasle	28120	Ryasle	0		10	10	0	10	0	15	https://latesummer1x.travian.com/karte.php?x=104&y=-100
122583	77	-105	6	25281	Osada: K O N G	20552	K O N G	395	G S	30	30	0	30	0	15	https://latesummer1x.travian.com/karte.php?x=77&y=-105
122613	107	-105	6	28876	Деревня MORANDI	31837	MORANDI	0		22	22	0	22	0	15	https://latesummer1x.travian.com/karte.php?x=107&y=-105
123385	77	-107	3	25562	Деревня Макс	21369	Макс	0		8	8	0	0	8	15	https://latesummer1x.travian.com/karte.php?x=77&y=-107
125390	77	-112	3	26136	katharinali8031`s village	23280	katharinali8031	0		8	8	0	0	8	15	https://latesummer1x.travian.com/karte.php?x=77&y=-112
127798	79	-118	6	27161	Parpar	6308	Parroo	0		44	44	0	44	0	15	https://latesummer1x.travian.com/karte.php?x=79&y=-118
128602	81	-120	6	27731	FIL !	28679	filarski121	0		26	26	0	26	0	15	https://latesummer1x.travian.com/karte.php?x=81&y=-120
129005	83	-121	3	28161	Villaggio di riky.b	29866	riky.b	0		10	10	0	10	0	15	https://latesummer1x.travian.com/karte.php?x=83&y=-121
130216	91	-124	6	29910	Aldeia do Rag	34525	Raggnar	0		14	14	0	14	0	15	https://latesummer1x.travian.com/karte.php?x=91&y=-124
120607	106	-100	2	27931	dracula	29232	draculaa	0		20	20	0	20	0	16	https://latesummer1x.travian.com/karte.php?x=106&y=-100
120980	78	-101	6	25014	Afra`s village	19684	Afra	0		23	23	0	23	0	16	https://latesummer1x.travian.com/karte.php?x=78&y=-101
129425	102	-122	1	31043	Vesnice: Litch	37501	Litch	0		83	83	0	83	0	16	https://latesummer1x.travian.com/karte.php?x=102&y=-122
129808	84	-123	3	28557	Деревня narem	31116	narem	0		10	10	0	10	0	16	https://latesummer1x.travian.com/karte.php?x=84&y=-123
130613	87	-125	2	29248	Gambaru005	32857	Gambaru005	0		39	39	0	39	0	16	https://latesummer1x.travian.com/karte.php?x=87&y=-125
130622	96	-125	6	30851	ou1	36918	pazuzka	0		12	12	0	12	0	16	https://latesummer1x.travian.com/karte.php?x=96&y=-125
117383	90	-92	6	25050	Žlutý poplach村	19803	Žlutý poplach	0		12	12	0	12	0	17	https://latesummer1x.travian.com/karte.php?x=90&y=-92
118577	81	-95	6	24495	Vesnice: Thomax	18196	Thomax	0		17	17	0	17	0	17	https://latesummer1x.travian.com/karte.php?x=81&y=-95
118598	102	-95	7	26647	1	25125	KKSUSHKA	0		18	18	0	18	0	17	https://latesummer1x.travian.com/karte.php?x=102&y=-95
121009	107	-101	1	28119	Village de Maximax21	29743	Maximax21	0		12	12	0	12	0	17	https://latesummer1x.travian.com/karte.php?x=107&y=-101
124185	75	-109	2	25548	Aldeia do Doido Varrido	21307	Doido Varrido	0		8	8	0	0	8	17	https://latesummer1x.travian.com/karte.php?x=75&y=-109
127395	77	-117	6	26802	Gara Köyü	25403	Gara	0		30	30	0	30	0	17	https://latesummer1x.travian.com/karte.php?x=77&y=-117
116983	91	-91	3	25054	Aldea de ErnestoFS	19817	ErnestoFS	0		11	11	0	11	0	18	https://latesummer1x.travian.com/karte.php?x=91&y=-91
116987	95	-91	6	25569	Villaggio di Darmon	21391	Darmon	0		22	22	0	22	0	18	https://latesummer1x.travian.com/karte.php?x=95&y=-91
121011	109	-101	2	28507	DEFF	30992	Dracula	0		79	108	-29	160	-81	18	https://latesummer1x.travian.com/karte.php?x=109&y=-101
122179	74	-104	6	25013	Polca	19685	Zadris	0		54	54	0	54	0	18	https://latesummer1x.travian.com/karte.php?x=74&y=-104
122981	74	-106	3	25032	ANS	19743	Merllin	0		12	12	0	12	0	18	https://latesummer1x.travian.com/karte.php?x=74&y=-106
126591	75	-115	3	26274	Dedina: Adam420	23646	Adam420	0		15	15	0	15	0	18	https://latesummer1x.travian.com/karte.php?x=75&y=-115
127026	109	-116	6	30867	BeZimeN`s village	36944	BeZimeN	0		8	8	0	8	0	18	https://latesummer1x.travian.com/karte.php?x=109&y=-116
130206	81	-124	2	28343	demisepking`s village	30499	demisepking	0		10	10	0	10	0	18	https://latesummer1x.travian.com/karte.php?x=81&y=-124
131415	87	-127	6	29900	Деревня LordoftheWorld	34505	LordoftheWorld	0		11	11	0	11	0	18	https://latesummer1x.travian.com/karte.php?x=87&y=-127
116587	96	-90	2	25474	Kabaka Pyramid	21118	raiadu24	0		57	57	0	57	0	19	https://latesummer1x.travian.com/karte.php?x=96&y=-90
116589	98	-90	3	25581	HoDRiMeydan Köyü	21433	HoDRiMeydan	0		10	10	0	10	0	19	https://latesummer1x.travian.com/karte.php?x=98&y=-90
116991	99	-91	1	25867	Fuchsoss`s village	22332	Fuchsoss	0		10	10	0	10	0	19	https://latesummer1x.travian.com/karte.php?x=99&y=-91
117395	102	-92	2	26294	umut Köyü	23865	umut	0		10	10	0	10	0	19	https://latesummer1x.travian.com/karte.php?x=102&y=-92
118200	105	-94	7	26981	Деревня LemoniSniket	26280	LemoniSniket	0		19	19	0	19	0	19	https://latesummer1x.travian.com/karte.php?x=105&y=-94
119405	107	-97	6	27576	Ribeirão do Tigre	28123	parmarafael	0		21	21	0	21	0	19	https://latesummer1x.travian.com/karte.php?x=107&y=-97
120976	74	-101	3	24660	Vesnice: radiator	18645	radiator	0		13	13	0	13	0	19	https://latesummer1x.travian.com/karte.php?x=74&y=-101
126226	111	-114	1	30945	قرية متغطرس	37140	متغطرس	0		13	13	0	13	0	19	https://latesummer1x.travian.com/karte.php?x=111&y=-114
129429	106	-122	7	31764	kruco`s village	39248	kruco	0		16	16	0	16	0	19	https://latesummer1x.travian.com/karte.php?x=106&y=-122
131820	91	-128	6	30597	THE FOX	36335	THE FOX	0		14	14	0	14	0	19	https://latesummer1x.travian.com/karte.php?x=91&y=-128
131824	95	-128	7	31023	01 Ötüken Yış	37446	TuranKhanate	0		14	14	0	14	0	19	https://latesummer1x.travian.com/karte.php?x=95&y=-128
119005	108	-96	6	27521	Vesnice: Majkl	27954	Majkl	0		12	12	0	12	0	20	https://latesummer1x.travian.com/karte.php?x=108&y=-96
119374	76	-97	3	24297	Village de GamerZone_484	17600	GamerZone_484	0		10	10	0	10	0	20	https://latesummer1x.travian.com/karte.php?x=76&y=-97
125385	72	-112	6	25691	Bahur/sostinė	21774	Bahur	0		12	12	0	12	0	20	https://latesummer1x.travian.com/karte.php?x=72&y=-112
126990	73	-116	1	26291	OshaiMarU	23862	OniChan	0		16	16	0	16	0	20	https://latesummer1x.travian.com/karte.php?x=73&y=-116
130630	104	-125	1	32091	H	39946	Hitman84	0		20	20	0	20	0	20	https://latesummer1x.travian.com/karte.php?x=104&y=-125
131829	100	-128	1	31757	Naselje - kostra	39239	kostra	0		10	10	0	10	0	20	https://latesummer1x.travian.com/karte.php?x=100&y=-128
115780	91	-88	1	24884	Gawrilla faluja	19364	Gawrilla	0		10	10	0	10	0	21	https://latesummer1x.travian.com/karte.php?x=91&y=-88
116973	81	-91	1	24129	GIGI`s CENTER	17117	GIGI	0		13	13	0	13	0	21	https://latesummer1x.travian.com/karte.php?x=81&y=-91
116995	103	-91	3	26282	Pelaajan pelaaja3 kylä	23835	pelaaja3	0		15	15	0	15	0	21	https://latesummer1x.travian.com/karte.php?x=103&y=-91
127830	111	-118	3	31792	Aldeia do Rodrigo	39300	Rodrigo	0		13	13	0	13	0	21	https://latesummer1x.travian.com/karte.php?x=111&y=-118
128996	74	-121	3	27022	Embarcadero`s village	26369	Embarcadero	0		45	45	0	45	0	21	https://latesummer1x.travian.com/karte.php?x=74&y=-121
129032	110	-121	3	32279	Деревня abrikos	40493	abrikos	0		8	8	0	7	1	21	https://latesummer1x.travian.com/karte.php?x=110&y=-121
131811	82	-128	2	29411	Деревня Jesus606	33289	Jesus606	0		10	10	0	10	0	21	https://latesummer1x.travian.com/karte.php?x=82&y=-128
131831	102	-128	3	32263	Деревня Kallista	40429	Kallista	0		9	9	0	9	0	21	https://latesummer1x.travian.com/karte.php?x=102&y=-128
132229	99	-129	3	31803	Naomi Köyü	39323	Naomi	0		16	16	0	16	0	21	https://latesummer1x.travian.com/karte.php?x=99&y=-129
132618	87	-130	2	30326	Asdf faluja	35761	Asdf	0		11	11	0	11	0	21	https://latesummer1x.travian.com/karte.php?x=87&y=-130
115788	99	-88	3	25563	Vesnice: LucyL0u	21373	LucyL0u	0		21	21	0	21	0	22	https://latesummer1x.travian.com/karte.php?x=99&y=-88
117802	108	-93	3	27347	Satul lui masterv1996	27381	masterv1996	0		13	13	0	13	0	22	https://latesummer1x.travian.com/karte.php?x=108&y=-93
118971	74	-96	2	19326	ian kralj	16782	Ian	0		28	28	0	28	0	22	https://latesummer1x.travian.com/karte.php?x=74&y=-96
121818	114	-103	6	29916	Olgazor`s by	34549	Olgazor	0		11	11	0	11	0	22	https://latesummer1x.travian.com/karte.php?x=114&y=-103
127030	113	-116	3	31800	ABII/sostinė	39317	ABII	0		25	25	0	25	0	22	https://latesummer1x.travian.com/karte.php?x=113&y=-116
131406	78	-127	1	28352	01	30518	gingi	0		13	13	0	13	0	22	https://latesummer1x.travian.com/karte.php?x=78&y=-127
133029	97	-131	1	31965	Desa Haki	39659	Haki	0		21	21	0	21	0	22	https://latesummer1x.travian.com/karte.php?x=97&y=-131
115388	100	-87	1	25714	قرية العجوز	21830	العجوز	0		12	12	0	12	0	23	https://latesummer1x.travian.com/karte.php?x=100&y=-87
116194	104	-89	3	26220	KUZETLİ 78 001	23580	KUZETLİ 78	0		11	11	0	11	0	23	https://latesummer1x.travian.com/karte.php?x=104&y=-89
116570	79	-90	6	17218	Derido	16439	derido	0		48	48	0	48	0	23	https://latesummer1x.travian.com/karte.php?x=79&y=-90
117369	76	-92	3	16993	hagai	15981	hagai	0		47	47	0	47	0	23	https://latesummer1x.travian.com/karte.php?x=76&y=-92
127833	114	-118	6	32303	Emcas/sostinė	40544	Emcas	0		20	20	0	20	0	23	https://latesummer1x.travian.com/karte.php?x=114&y=-118
132210	80	-129	3	29377	Деревня ArTaS	33238	ArT	0		27	27	0	27	0	23	https://latesummer1x.travian.com/karte.php?x=80&y=-129
133422	89	-132	6	31014	Nurrubia	37415	Karida	0		79	79	0	79	0	23	https://latesummer1x.travian.com/karte.php?x=89&y=-132
133429	96	-132	3	31829	Haji	39376	Haji	0		48	48	0	48	0	23	https://latesummer1x.travian.com/karte.php?x=96&y=-132
115769	80	-88	1	16895	Ice QUEEN 1	15737	Jomfruen73	0		30	30	0	30	0	24	https://latesummer1x.travian.com/karte.php?x=80&y=-88
115794	105	-88	6	26283	قرية Jwairallah99	23497	Jwairallah99	0		10	10	0	10	0	24	https://latesummer1x.travian.com/karte.php?x=105&y=-88
117804	110	-93	6	27533	Indigo`s village	27974	Indigo	0		10	10	0	10	0	24	https://latesummer1x.travian.com/karte.php?x=110&y=-93
120616	115	-100	7	29416	Villaggio di azzur93	32794	azzur93	0		10	10	0	10	0	24	https://latesummer1x.travian.com/karte.php?x=115&y=-100
124980	68	-111	3	25196	Moldova	20226	RUMÎNIA	0		17	17	0	17	0	24	https://latesummer1x.travian.com/karte.php?x=68&y=-111
125028	116	-111	1	31547	WeAreDead`s village	38703	WeAreDead	0		14	14	0	14	0	24	https://latesummer1x.travian.com/karte.php?x=116&y=-111
126183	68	-114	7	25712	A	21813	Fantasma	0		47	47	0	47	0	24	https://latesummer1x.travian.com/karte.php?x=68&y=-114
131806	77	-128	2	28591	قرية ONEPICE	31137	ONEPICE	0		13	13	0	13	0	24	https://latesummer1x.travian.com/karte.php?x=77&y=-128
132208	78	-129	1	29161	Satul lui Cosmaman	32509	Cosmaman	0		15	15	0	15	0	24	https://latesummer1x.travian.com/karte.php?x=78&y=-129
133822	88	-133	6	31061	01 Velika Mlaka	37532	Elhorn	0		16	16	0	16	0	24	https://latesummer1x.travian.com/karte.php?x=88&y=-133
133826	92	-133	1	31790	Vesnice: Centurionpetr	39297	Centurionpetr	0		10	10	0	10	0	24	https://latesummer1x.travian.com/karte.php?x=92&y=-133
114587	101	-85	3	25486	قرية خزنة جهنم	21147	خزنة جهنم	0		10	10	0	10	0	25	https://latesummer1x.travian.com/karte.php?x=101&y=-85
117404	111	-92	6	27578	Vrobi205 faluja	28125	Vrobi205	0		48	48	0	48	0	25	https://latesummer1x.travian.com/karte.php?x=111&y=-92
118207	112	-94	1	27920	Dorf von CJS CJS	29211	CJS CJS	0		48	48	0	48	0	25	https://latesummer1x.travian.com/karte.php?x=112&y=-94
119814	115	-98	6	29166	Деревня gthdfz	32567	gess1945	0		77	77	0	77	0	25	https://latesummer1x.travian.com/karte.php?x=115&y=-98
120569	68	-100	1	18240	قرية موت	16862	موت	0		14	14	0	14	0	25	https://latesummer1x.travian.com/karte.php?x=68&y=-100
121420	117	-102	6	30107	DANTROL	35068	dantrol	0		51	51	0	51	0	25	https://latesummer1x.travian.com/karte.php?x=117&y=-102
123024	117	-106	3	30833	Dorf von Lunivee	36850	Lunivee	0		9	9	0	9	0	25	https://latesummer1x.travian.com/karte.php?x=117&y=-106
126633	117	-115	2	32213	Деревня LeL1k228	40335	LeL1k228	0		8	8	0	8	0	25	https://latesummer1x.travian.com/karte.php?x=117&y=-115
128991	69	-121	6	26635	A1 - Asnalas	25082	El tomato	0		49	49	0	49	0	25	https://latesummer1x.travian.com/karte.php?x=69&y=-121
132206	76	-129	3	28874	Villaggio di alefabro	31936	alefabro	0		13	13	0	13	0	25	https://latesummer1x.travian.com/karte.php?x=76&y=-129
113780	96	-83	6	24885	Bedem	19366	Egzo	0		12	12	0	12	0	26	https://latesummer1x.travian.com/karte.php?x=96&y=-83
113782	98	-83	3	25020	My town	19717	tomasxpo	0		12	12	0	12	0	26	https://latesummer1x.travian.com/karte.php?x=98&y=-83
114169	84	-84	6	17049	Village de Archyzedeck	16065	Archyzedeck	0		10	10	0	10	0	26	https://latesummer1x.travian.com/karte.php?x=84&y=-84
115765	76	-88	2	16423	Zuko`s village	14920	Zuko	0		10	10	0	10	0	26	https://latesummer1x.travian.com/karte.php?x=76&y=-88
116565	74	-90	3	16690	KÖY KÖYÜNÜN KÖYÜ	15338	SUPER_OYUNCU	0		15	15	0	15	0	26	https://latesummer1x.travian.com/karte.php?x=74&y=-90
118565	69	-95	2	16623	01 ICMS	15095	shep	0		11	11	0	11	0	26	https://latesummer1x.travian.com/karte.php?x=69&y=-95
118610	114	-95	3	28324	Aldeia do fofinha	30382	fofinha	0		25	25	0	25	0	26	https://latesummer1x.travian.com/karte.php?x=114&y=-95
122223	118	-104	3	30626	Augusta TAURI	36415	Francesco iatta	0		60	60	0	60	0	26	https://latesummer1x.travian.com/karte.php?x=118&y=-104
122572	66	-105	1	24467	Деревня CENSORED77	18097	CENSORED77	0		21	21	0	21	0	26	https://latesummer1x.travian.com/karte.php?x=66&y=-105
123426	118	-107	1	31015	Деревня Messor Structor	37422	Messor Structor	0		8	8	0	8	0	26	https://latesummer1x.travian.com/karte.php?x=118&y=-107
128589	68	-120	6	26438	VvV	24317	VvV	0		55	55	0	55	0	26	https://latesummer1x.travian.com/karte.php?x=68&y=-120
133009	77	-131	6	29375	Raddum`s village	33236	Raddum	0		8	8	0	0	8	26	https://latesummer1x.travian.com/karte.php?x=77&y=-131
134624	88	-135	3	31550	Dorf von mon	38719	mon	0		13	13	0	13	0	26	https://latesummer1x.travian.com/karte.php?x=88&y=-135
113375	92	-82	7	24222	shadowfist`s village	17351	shadowfist	0		13	13	0	13	0	27	https://latesummer1x.travian.com/karte.php?x=92&y=-82
117364	71	-92	2	16543	قرية abu3z	15003	abu3z	0		13	13	0	13	0	27	https://latesummer1x.travian.com/karte.php?x=71&y=-92
120166	66	-99	1	17034	AD VITAM ETERNAM	16052	kwazi	0		52	52	0	52	0	27	https://latesummer1x.travian.com/karte.php?x=66&y=-99
121020	118	-101	6	30124	Tankika falu	35103	Tankika	0		82	82	0	82	0	27	https://latesummer1x.travian.com/karte.php?x=118&y=-101
122972	65	-106	3	24431	Расея	18023	Aztec5566	0		10	10	0	10	0	27	https://latesummer1x.travian.com/karte.php?x=65&y=-106
126180	65	-114	3	25417	Vesnice: tokino16	20951	tokino16	0		15	15	0	15	0	27	https://latesummer1x.travian.com/karte.php?x=65&y=-114
128989	67	-121	1	26420	Foundation	24259	Zakhar	0		12	12	0	12	0	27	https://latesummer1x.travian.com/karte.php?x=67&y=-121
130596	70	-125	7	27343	MARS	27380	ARATÓ	0		82	89	-7	95	-13	27	https://latesummer1x.travian.com/karte.php?x=70&y=-125
133813	79	-133	3	29931	قرية black eagle	34614	black eagle	0		8	8	0	0	8	27	https://latesummer1x.travian.com/karte.php?x=79&y=-133
112967	85	-81	6	16709	Vesnice: Booobika	15375	Booobika	0		12	12	0	12	0	28	https://latesummer1x.travian.com/karte.php?x=85&y=-81
112971	89	-81	2	17225	Село од Mile	16475	Mile	0		10	10	0	10	0	28	https://latesummer1x.travian.com/karte.php?x=89&y=-81
112975	93	-81	3	24251	Aldeia do Simpl3x	17439	Simpl3x	0		9	9	0	9	0	28	https://latesummer1x.travian.com/karte.php?x=93&y=-81
112978	96	-81	3	24705	Desa toba	18797	toba	0		13	13	0	13	0	28	https://latesummer1x.travian.com/karte.php?x=96&y=-81
112980	98	-81	6	24840	Albert Speer	19267	Valge	0		31	31	0	31	0	28	https://latesummer1x.travian.com/karte.php?x=98&y=-81
115762	73	-88	3	16007	Градът на lubomir	14121	lubomir	0		10	10	0	10	0	28	https://latesummer1x.travian.com/karte.php?x=73&y=-88
117408	115	-92	3	28149	Москва	29838	XoTTaBbI4	0		14	14	0	14	0	28	https://latesummer1x.travian.com/karte.php?x=115&y=-92
118964	67	-96	1	16716	Zehner`s village	15386	Zehner	0		10	10	0	10	0	28	https://latesummer1x.travian.com/karte.php?x=67&y=-96
