ID	x	y	Tribe	VID	Village	User_ID	Player	AID	Alliance	Pop	Pop_d-1	difference1	distance	links
301548	-29	24	2	601	ajejej`s village	381	ajejej	0		16	16	0	25	https://ts81.travian.com/karte.php?x=-29&y=24
303958	-22	21	1	24	Kaleto	18	Rell	0		74	74	0	25	https://ts81.travian.com/karte.php?x=-22&y=21
338402	-21	-22	1	49	Neutron`s village	41	Neutron	0		44	44	0	25	https://ts81.travian.com/karte.php?x=-21&y=-22
340782	-44	-25	3	1952	MarcusGarvey`s village	1360	MarcusGarvey	0		13	13	0	25	https://ts81.travian.com/karte.php?x=-44&y=-25
340798	-28	-25	3	674	Gumiflex`s village	419	Gumiflex	0		13	13	0	25	https://ts81.travian.com/karte.php?x=-28&y=-25
300745	-31	25	3	716	axy`s village	403	axy	0		15	15	0	26	https://ts81.travian.com/karte.php?x=-31&y=25
340003	-22	-24	3	199	Pochomp`s village	145	Pochomp	0		12	12	0	26	https://ts81.travian.com/karte.php?x=-22&y=-24
342394	-34	-27	3	1023	Slug`s village	700	Slug	0		10	10	0	26	https://ts81.travian.com/karte.php?x=-34&y=-27
299942	-33	26	1	892	Fury`s village	600	Fury	0		58	58	0	27	https://ts81.travian.com/karte.php?x=-33&y=26
299945	-30	26	1	748	3mra`s village	508	3mra	0		12	12	0	27	https://ts81.travian.com/karte.php?x=-30&y=26
302356	-22	23	3	142	xxx	139	Mind Control	0		55	55	0	27	https://ts81.travian.com/karte.php?x=-22&y=23
303129	-50	22	1	2284	qwe	1655	qwe	0		46	46	0	27	https://ts81.travian.com/karte.php?x=-50&y=22
303929	-51	21	2	2348	Clover`s village	1759	Clover	0		8	8	0	27	https://ts81.travian.com/karte.php?x=-51&y=21
338371	-52	-22	3	2473	Nexwea`s village	1868	Nexwea	0		19	19	0	27	https://ts81.travian.com/karte.php?x=-52&y=-22
339975	-50	-24	3	2338	Tpaccep`s village	1734	Tpaccep	0		10	10	0	27	https://ts81.travian.com/karte.php?x=-50&y=-24
341603	-24	-26	1	435	1	278	klingenmeister	0		25	25	0	27	https://ts81.travian.com/karte.php?x=-24&y=-26
299135	-39	27	1	1354	KingAslan`s village	917	KingAslan	0		12	12	0	28	https://ts81.travian.com/karte.php?x=-39&y=27
299930	-45	26	3	2059	S.Kahyaoglu`s village	1399	S.Kahyaoglu	0		14	14	0	28	https://ts81.travian.com/karte.php?x=-45&y=26
301528	-49	24	1	2341	DOMI`s village	1743	DOMI	0		13	13	0	28	https://ts81.travian.com/karte.php?x=-49&y=24
303127	-52	22	3	2352	Abraam`s village	1773	Abraam	0		8	8	0	28	https://ts81.travian.com/karte.php?x=-52&y=22
343989	-41	-29	1	1737	ronit`s village	1241	ronit	0		11	11	0	28	https://ts81.travian.com/karte.php?x=-41&y=-29
344000	-30	-29	1	932	Rat88`s village	358	Rat88	0		12	12	0	28	https://ts81.travian.com/karte.php?x=-30&y=-29
299928	-47	26	1	2230	lihel`s village	1570	lihel	0		12	12	0	29	https://ts81.travian.com/karte.php?x=-47&y=26
300754	-22	25	3	237	001	143	yoshiko	0		53	53	0	29	https://ts81.travian.com/karte.php?x=-22&y=25
341577	-50	-26	1	2483	saeed`s village	1870	saeed	0		28	28	0	29	https://ts81.travian.com/karte.php?x=-50&y=-26
344797	-34	-30	3	1221	PaccaRiattacca`s village	735	PaccaRiattacca	0		12	12	0	29	https://ts81.travian.com/karte.php?x=-34&y=-30
297532	-40	29	1	1596	01 Cry	1126	Xi Chu	0		25	25	0	30	https://ts81.travian.com/karte.php?x=-40&y=29
343982	-48	-29	1	2474	Cagliari	1867	Wonder	0		52	52	0	30	https://ts81.travian.com/karte.php?x=-48&y=-29
344806	-25	-30	1	707	99 Minato	418	varelabovie	0		34	34	0	30	https://ts81.travian.com/karte.php?x=-25&y=-30
345593	-39	-31	1	1779	Gallum`s village	1264	Gallum	0		8	8	0	30	https://ts81.travian.com/karte.php?x=-39&y=-31
345595	-37	-31	3	1513	Bloater`s village	1015	Bloater	0		10	10	0	30	https://ts81.travian.com/karte.php?x=-37&y=-31
300758	-18	25	2	96	00	110	Katsivelos	0		34	34	0	31	https://ts81.travian.com/karte.php?x=-18&y=25
341611	-16	-26	1	71	Kullervo`s village	103	Kullervo	0		8	8	0	31	https://ts81.travian.com/karte.php?x=-16&y=-26
346395	-38	-32	1	1617	1	1065	Canis major	0		48	48	0	31	https://ts81.travian.com/karte.php?x=-38&y=-32
346398	-35	-32	2	1333	Trakyali39`s village	908	Trakyali39	0		8	8	0	31	https://ts81.travian.com/karte.php?x=-35&y=-32
295935	-35	31	3	1349	lenka88`s village	901	lenka88	0		76	76	0	32	https://ts81.travian.com/karte.php?x=-35&y=31
295942	-28	31	3	875	VORon`s village	581	VORon	0		8	8	0	32	https://ts81.travian.com/karte.php?x=-28&y=31
298352	-21	28	1	413	Sumsel`s village	255	Sumsel	0		29	29	0	32	https://ts81.travian.com/karte.php?x=-21&y=28
344012	-18	-29	1	245	1	151	renny	0		26	26	0	32	https://ts81.travian.com/karte.php?x=-18&y=-29
346407	-26	-32	1	865	therealtester`s village	578	therealtester	0		8	8	0	32	https://ts81.travian.com/karte.php?x=-26&y=-32
295137	-32	32	3	1189	kral43`s village	733	kral43	0		11	11	0	33	https://ts81.travian.com/karte.php?x=-32&y=32
295926	-44	31	3	2225	7LM	1569	7LM	0		16	16	0	33	https://ts81.travian.com/karte.php?x=-44&y=31
347993	-42	-34	1	2278	tokito	1648	tokito	0		24	24	0	33	https://ts81.travian.com/karte.php?x=-42&y=-34
347999	-36	-34	2	1750	Selim`s village	1250	Selim	0		28	28	0	33	https://ts81.travian.com/karte.php?x=-36&y=-34
348006	-29	-34	2	1227	arekli	815	arekli	0		37	37	0	33	https://ts81.travian.com/karte.php?x=-29&y=-34
295948	-22	31	2	624	Z13`s village	369	Z13	0		8	8	0	34	https://ts81.travian.com/karte.php?x=-22&y=31
348808	-28	-35	2	1228	Atro100`s village	816	Atro100	0		22	22	0	34	https://ts81.travian.com/karte.php?x=-28&y=-35
293525	-42	34	1	2227	iDevTJ`s village	1557	iDevTJ	0		10	10	0	35	https://ts81.travian.com/karte.php?x=-42&y=34
294323	-45	33	1	2420	hassan555`	1730	hassan555	0		18	18	0	35	https://ts81.travian.com/karte.php?x=-45&y=33
294344	-24	33	1	855	ynk`s village	577	ynk	0		20	20	0	35	https://ts81.travian.com/karte.php?x=-24&y=33
295146	-23	32	2	705	istanbul	453	cengizhan1453	0		18	18	0	35	https://ts81.travian.com/karte.php?x=-23&y=32
296753	-18	30	3	369	Kawhi`s village	247	Kawhi	0		10	10	0	35	https://ts81.travian.com/karte.php?x=-18&y=30
349603	-34	-36	2	1760	pirates	1245	pirates	0		30	30	0	35	https://ts81.travian.com/karte.php?x=-34&y=-36
292728	-38	35	3	2063	LordAres87`s village	923	LordAres87	0		8	8	0	36	https://ts81.travian.com/karte.php?x=-38&y=35
292730	-36	35	2	1657	abcdgvhbjvbvbvv`s village	1178	abcdgvhbjvbvbvv	0		8	8	0	36	https://ts81.travian.com/karte.php?x=-36&y=35
292736	-30	35	1	1262	c0ncurr3ntd3ath`s village	833	c0ncurr3ntd3ath	0		28	28	0	36	https://ts81.travian.com/karte.php?x=-30&y=35
297558	-14	29	3	117	hazar`s village	82	hazar	0		9	9	0	36	https://ts81.travian.com/karte.php?x=-14&y=29
320802	1	0	1	15	Multihunter`s village	2	Multihunter	1	TG-TS	20	20	0	36	https://ts81.travian.com/karte.php?x=1&y=0
348015	-20	-34	2	717	sajjadintel`s village	436	sajjadintel	0		12	12	0	36	https://ts81.travian.com/karte.php?x=-20&y=-34
350411	-27	-37	2	1321	YYY`s village	895	YYY	0		27	27	0	36	https://ts81.travian.com/karte.php?x=-27&y=-37
293545	-22	34	3	789	W0LF`s village	475	W0LF	0		8	8	0	37	https://ts81.travian.com/karte.php?x=-22&y=34
294349	-19	33	1	626	Neapole	388	Aomegane	0		18	18	0	37	https://ts81.travian.com/karte.php?x=-19&y=33
295955	-15	31	2	314	Scorpion`s village	215	Scorpion	0		37	37	0	37	https://ts81.travian.com/karte.php?x=-15&y=31
344821	-10	-30	3	137	Valhöll	70	therion	0		20	20	0	38	https://ts81.travian.com/karte.php?x=-10&y=-30
290327	-36	38	1	2080	Harry	1425	kjiugu	0		72	72	0	39	https://ts81.travian.com/karte.php?x=-36&y=38
296760	-11	30	2	141	Black & White`s village	121	Black & White	0		10	10	0	39	https://ts81.travian.com/karte.php?x=-11&y=30
345623	-9	-31	3	110	cogono	36	archimonde	0		46	46	0	39	https://ts81.travian.com/karte.php?x=-9&y=-31
350420	-18	-37	3	860	Tatjana`s village	569	Tatjana	0		11	11	0	39	https://ts81.travian.com/karte.php?x=-18&y=-37
289522	-40	39	3	2422	Dag_21`s village	1827	Dag_21	0		8	8	0	40	https://ts81.travian.com/karte.php?x=-40&y=39
291143	-21	37	3	974	honda`s village	656	honda	0		11	11	0	40	https://ts81.travian.com/karte.php?x=-21&y=37
295158	-11	32	2	307	Raskolnikov	192	Raskolnikov	0		35	35	0	40	https://ts81.travian.com/karte.php?x=-11&y=32
344024	-6	-29	3	47	Ahti`s village	39	Ahti	0		8	8	0	40	https://ts81.travian.com/karte.php?x=-6&y=-29
347223	-11	-33	3	433	Harry Potter`s village	281	Harry Potter	0		18	18	0	40	https://ts81.travian.com/karte.php?x=-11&y=-33
348823	-13	-35	1	540	snowwa69`s village	338	snowwa69	0		43	43	0	40	https://ts81.travian.com/karte.php?x=-13&y=-35
350422	-16	-37	1	815	Dagdigdug	510	Dagdigdug	0		55	55	0	40	https://ts81.travian.com/karte.php?x=-16&y=-37
288725	-36	40	1	2184	Puckery`s village	1511	Puckery	0		71	71	0	41	https://ts81.travian.com/karte.php?x=-36&y=40
289536	-26	39	1	1350	Tizian`s village	925	Tizian	0		8	8	0	41	https://ts81.travian.com/karte.php?x=-26&y=39
291146	-18	37	3	842	Wingz Of Ice`s village	530	Wingz Of Ice	0		12	12	0	41	https://ts81.travian.com/karte.php?x=-18&y=37
291948	-17	36	1	765	Casita de Tauro	479	aldebarancin	0		12	12	0	41	https://ts81.travian.com/karte.php?x=-17&y=36
296763	-8	30	2	88	foresight`s village	50	foresight	0		8	8	0	41	https://ts81.travian.com/karte.php?x=-8&y=30
350424	-14	-37	1	805	D4nN1`s village	536	D4nN1	0		18	18	0	41	https://ts81.travian.com/karte.php?x=-14&y=-37
352022	-18	-39	3	1031	Salivandr`s village	711	Salivandr	0		8	8	0	41	https://ts81.travian.com/karte.php?x=-18&y=-39
352819	-22	-40	1	1303	Ops`s village	877	Ops	0		12	12	0	41	https://ts81.travian.com/karte.php?x=-22&y=-40
352821	-20	-40	1	1195	Bohemond`s village	770	Bohemond	0		23	23	0	41	https://ts81.travian.com/karte.php?x=-20&y=-40
353619	-23	-41	3	1379	avena 3 ositos`s village	945	avena 3 ositos	0		10	10	0	41	https://ts81.travian.com/karte.php?x=-23&y=-41
354405	-38	-42	1	2609	Leg1on`s village	1951	Leg1on	0		15	15	0	41	https://ts81.travian.com/karte.php?x=-38&y=-42
354412	-31	-42	1	2109	1	1441	NIS81	0		16	16	0	41	https://ts81.travian.com/karte.php?x=-31&y=-42
354414	-29	-42	1	1935	Vinny Dou`s village	1337	Vinny Dou	0		10	10	0	41	https://ts81.travian.com/karte.php?x=-29&y=-42
289542	-20	39	3	1009	Char	690	Char	0		52	52	0	42	https://ts81.travian.com/karte.php?x=-20&y=39
291950	-15	36	2	681	01	428	loonatic	0		34	34	0	42	https://ts81.travian.com/karte.php?x=-15&y=36
295161	-8	32	3	213	Ablegøye`s village	161	Ablegøye	0		17	17	0	42	https://ts81.travian.com/karte.php?x=-8&y=32
348026	-9	-34	2	418	Josakralj 26`s village	266	Josakralj 26	0		21	21	0	42	https://ts81.travian.com/karte.php?x=-9&y=-34
352024	-16	-39	1	948	Waliuxas`s village	652	Waliuxas	0		8	8	0	42	https://ts81.travian.com/karte.php?x=-16&y=-39
353621	-21	-41	2	1282	Armadillo	858	Dizzy	0		11	11	0	42	https://ts81.travian.com/karte.php?x=-21&y=-41
287123	-36	42	1	2335	Vraac`s village	1732	Vraac	0		8	8	0	43	https://ts81.travian.com/karte.php?x=-36&y=42
287131	-28	42	1	1643	0	1166	kim	0		50	50	0	43	https://ts81.travian.com/karte.php?x=-28&y=42
291151	-13	37	3	702	Wozzle`s village	451	Wozzle	0		12	12	0	43	https://ts81.travian.com/karte.php?x=-13&y=37
291953	-12	36	2	602	Prince`s village	380	Prince	0		8	8	0	43	https://ts81.travian.com/karte.php?x=-12&y=36
292756	-10	35	3	492	kacsoo`s village	299	kacsoo	0		12	12	0	43	https://ts81.travian.com/karte.php?x=-10&y=35
293558	-9	34	1	384	Enter`s village	260	Enter	0		8	8	0	43	https://ts81.travian.com/karte.php?x=-9&y=34
296766	-5	30	2	21	J-Lord	8	J-Lord	2	Gladius	83	83	0	43	https://ts81.travian.com/karte.php?x=-5&y=30
345629	-3	-31	3	70	Cgd`s village	73	Cgd	0		14	14	0	43	https://ts81.travian.com/karte.php?x=-3&y=-31
352027	-13	-39	3	863	1. Filomeno	570	Lopr	0		25	25	0	43	https://ts81.travian.com/karte.php?x=-13&y=-39
356018	-27	-44	1	2108	Google`s village	1443	Google	0		11	11	0	43	https://ts81.travian.com/karte.php?x=-27&y=-44
356811	-35	-45	3	2605	crea`s village	893	crea	0		8	8	0	44	https://ts81.travian.com/karte.php?x=-35&y=-45
356814	-32	-45	1	2387	Ploop`s village	1807	Ploop	0		32	32	0	44	https://ts81.travian.com/karte.php?x=-32&y=-45
285523	-34	44	2	2424	geoff123`s village	1831	geoff123	0		14	14	0	45	https://ts81.travian.com/karte.php?x=-34&y=44
289549	-13	39	1	798	My KingDom	494	KiLLmePls	0		12	12	0	45	https://ts81.travian.com/karte.php?x=-13&y=39
346431	-2	-32	1	108	begy`s village	98	begy	0		8	8	0	45	https://ts81.travian.com/karte.php?x=-2&y=-32
351231	-8	-38	3	728	Kamenders`s village	463	Kamenders	0		16	16	0	45	https://ts81.travian.com/karte.php?x=-8&y=-38
357619	-28	-46	3	2232	BASTIÓN NAHUELBUTA	1578	lanita	0		13	13	0	45	https://ts81.travian.com/karte.php?x=-28&y=-46
291958	-7	36	1	512	PACCAGNELLIUM`s village	291	PACCAGNELLIUM	0		10	10	0	46	https://ts81.travian.com/karte.php?x=-7&y=36
292760	-6	35	1	489	NikolaTesla`s village	304	NikolaTesla	0		8	8	0	46	https://ts81.travian.com/karte.php?x=-6&y=35
348832	-4	-35	1	417	01 - Cordoba	264	Cicladas	0		59	59	0	46	https://ts81.travian.com/karte.php?x=-4&y=-35
357622	-25	-46	3	2114	James47`s village	1446	James47	0		14	14	0	46	https://ts81.travian.com/karte.php?x=-25&y=-46
283921	-34	46	3	2536	Rudolf Maister`s village	1916	Rudolf Maister	0		12	12	0	47	https://ts81.travian.com/karte.php?x=-34&y=46
295168	-1	32	1	118	Vortimid`s village	85	Vortimid	0		16	16	0	47	https://ts81.travian.com/karte.php?x=-1&y=32
356029	-16	-44	1	1439	00-14	963	Söz	0		55	55	0	47	https://ts81.travian.com/karte.php?x=-16&y=-44
356828	-18	-45	3	1477	KOMBAT`s village	990	KOMBAT	0		10	10	0	47	https://ts81.travian.com/karte.php?x=-18&y=-45
283126	-28	47	1	2327	asd123`s village	1718	asd123	0		32	32	0	48	https://ts81.travian.com/karte.php?x=-28&y=47
289555	-7	39	3	790	Sahara`s village	486	Sahara	0		17	17	0	48	https://ts81.travian.com/karte.php?x=-7&y=39
295971	1	31	2	55	Devito`s 1	79	Devito	0		13	13	0	48	https://ts81.travian.com/karte.php?x=1&y=31
350435	-3	-37	1	553	Alleks13`s village	328	Alleks13	0		14	14	0	48	https://ts81.travian.com/karte.php?x=-3&y=-37
359226	-23	-48	3	2207	C4_Launge`s village	1541	C4_Launge	0		10	10	0	48	https://ts81.travian.com/karte.php?x=-23&y=-48
360020	-30	-49	1	2608	Ragnar03`s village	1949	Ragnar03	0		10	10	0	48	https://ts81.travian.com/karte.php?x=-30&y=-49
360023	-27	-49	3	2489	Radegast`s village	1877	Radegast	0		8	8	0	48	https://ts81.travian.com/karte.php?x=-27&y=-49
293567	0	34	2	303	BOW	199	Atlantica	0		32	32	0	49	https://ts81.travian.com/karte.php?x=0&y=34
294369	1	33	2	144	DGO	111	jozo	0		55	55	0	49	https://ts81.travian.com/karte.php?x=1&y=33
346437	4	-32	1	202	Speed.br`s village	119	Speed.br	0		8	8	0	49	https://ts81.travian.com/karte.php?x=4&y=-32
